reference,resample,mean_saving_ms,seed,N
Text,82,327.12800531044195,0,128
Text,83,400.5630905958242,0,128
Text,84,306.0019946678949,0,128
Text,85,386.80401649253326,0,128
Text,86,435.9280355329247,0,128
Text,87,373.7884385700454,0,128
Text,88,311.5786409998691,0,128
Text,89,347.74328782259545,0,128
Text,90,316.4194432174554,0,128
Text,91,364.51694279639923,0,128
Text,92,320.0041094896733,0,128
Text,93,381.3336589610117,0,128
Text,94,341.6633087599621,0,128
Text,95,295.86944298716844,0,128
Text,96,269.718634959645,0,128
Text,97,351.32781444553984,0,128
Text,98,354.10222532482294,0,128
Text,99,380.47716268192744,0,128
Text,100,397.97161131536996,0,128
Text,101,325.6861274385301,0,128
Text,102,418.2924021515646,0,128
Text,103,286.7754896142287,0,128
Text,104,352.541844085863,0,128
Text,105,339.1314074633556,0,128
Text,106,231.7654094513273,0,128
Text,107,319.90983172181586,0,128
Text,108,333.31376725254813,0,128
Text,109,343.3519173577224,0,128
Text,110,358.9145283203834,0,128
Text,111,387.1411877371429,0,128
Text,112,404.02440995057987,0,128
Text,113,435.8304363067873,0,128
Text,114,221.42926154810993,0,128
Text,115,321.1553179007751,0,128
Text,116,329.23524142825045,0,128
Text,117,262.6545808670926,0,128
Text,118,350.8873581286025,0,128
Text,119,278.7483105166757,0,128
Text,120,381.71049637458054,0,128
Text,121,393.04491576695,0,128
Text,122,407.36837463919073,0,128
Text,123,357.5000919827289,0,128
Text,124,299.7804203223495,0,128
Text,125,386.82030733616557,0,128
Text,126,346.6527171785856,0,128
Text,127,292.0489427924622,0,128
Text,128,348.6944919968664,0,128
Text,129,385.10529896302614,0,128
Text,130,422.85557285140385,0,128
Text,131,308.87944877758855,0,128
Text,132,437.0240253811062,0,128
Text,133,329.14216182507516,0,128
Text,134,264.4547088711988,0,128
Text,135,369.0376448303141,0,128
Text,136,427.7536689914996,0,128
Text,137,371.49627878170577,0,128
Text,138,363.759397638205,0,128
Text,139,396.26134762875154,0,128
Text,140,396.7610255567706,0,128
Text,141,372.4125752632972,0,128
Text,142,308.21757699413865,0,128
Text,143,367.0484023350582,0,128
Text,144,377.0368672303448,0,128
Text,145,425.9855630753009,0,128
Text,146,347.41692239003896,0,128
Text,147,371.52067451643234,0,128
Text,148,376.15436082523956,0,128
Text,149,301.14169911939825,0,128
Text,150,310.1705609842611,0,128
Text,151,293.3317248716776,0,128
Text,152,370.4956422079704,0,128
Text,153,320.17976177303353,0,128
Text,154,323.208960266129,0,128
Text,155,322.99504389447975,0,128
Text,156,422.67731486390403,0,128
Text,157,392.2966245736461,0,128
Text,158,327.4744968275627,0,128
Text,159,427.4832829614752,0,128
Text,160,381.42657219214016,0,128
Text,161,339.98043483188667,0,128
Text,162,377.83493445931526,0,128
Text,163,332.26476095296675,0,128
Text,164,446.99494563428743,0,128
Text,165,305.4048898538895,0,128
Text,166,368.577236919009,0,128
Text,167,306.85551063288585,0,128
Text,168,270.06628125127463,0,128
Text,169,280.67158647718315,0,128
Text,170,280.396898771869,0,128
Text,171,405.1509829041606,0,128
Text,172,325.5416633528512,0,128
Text,173,342.8350671329099,0,128
Text,174,419.65489482390694,0,128
Text,175,331.67256774504494,0,128
Text,176,318.1608749637235,0,128
Text,177,291.9274836440309,0,128
Text,178,380.48654770682333,0,128
Text,179,342.8244728675054,0,128
Text,180,327.8525302230264,0,128
Text,181,460.14899539113685,0,128
Text,182,313.7167587519798,0,128
Text,183,424.94827126938617,0,128
Text,184,374.55458701151656,0,128
Text,185,381.93015832621313,0,128
Text,186,375.02189677798015,0,128
Text,187,307.69597444123065,0,128
Text,188,389.6947959201498,0,128
Text,189,363.6756839041482,0,128
Text,190,320.48163652507355,0,128
Text,191,356.67946963258146,0,128
Text,192,299.7792683836451,0,128
Text,193,429.95093952777097,0,128
Text,194,316.46729918611527,0,128
Text,195,297.209265665515,0,128
Text,196,329.45501138601685,0,128
Text,197,300.7371239764325,0,128
Text,198,308.7927301075979,0,128
Text,199,337.7651776881976,0,128
Text,200,351.46432789952087,0,128
Text,201,355.61560698806716,0,128
Text,202,406.7856603614928,0,128
Text,203,292.4766526793974,0,128
Text,204,315.19135847520374,0,128
Text,205,339.1077556043456,0,128
Text,206,367.59810125840886,0,128
Text,207,385.4615685031604,0,128
Text,208,285.69177703684545,0,128
Text,209,370.8895786185167,0,128
Text,210,276.63232224404055,0,128
Text,211,433.24389181543665,0,128
Text,212,345.19224709401897,0,128
Text,213,383.83306248215376,0,128
Text,214,352.14321745843336,0,128
Text,215,408.1377125567087,0,128
Text,216,316.9108820220572,0,128
Text,217,304.58825760433683,0,128
Text,218,370.455286161814,0,128
Text,219,426.82298144609376,0,128
Text,220,380.4230582645687,0,128
Text,221,345.4066440681345,0,128
Text,222,337.9410184988956,0,128
Text,223,297.422995479792,0,128
Text,224,243.42188496484596,0,128
Text,225,328.0194689068594,0,128
Text,226,307.31155413013767,0,128
Text,227,315.6215279977914,0,128
Text,228,436.8559749509586,0,128
Text,229,374.5092076023866,0,128
Text,230,412.9071681018104,0,128
Text,231,399.1630209984578,0,128
Text,232,370.9573527903558,0,128
Text,233,295.9973099641502,0,128
Text,234,341.6870152905176,0,128
Text,235,281.47746901413484,0,128
Text,236,432.7467048969993,0,128
Text,237,352.8129588285083,0,128
Text,238,350.14373766352946,0,128
Text,239,379.4032311088813,0,128
Text,240,369.9832449619862,0,128
Text,241,356.7850398521841,0,128
Text,242,362.1184059866209,0,128
Text,243,284.2708223070076,0,128
Text,244,333.52451481914613,0,128
Text,245,319.2371668446867,0,128
Text,246,326.40065419400344,0,128
Text,247,374.53130807261914,0,128
Text,248,275.3935036562325,0,128
Text,249,314.72325989852834,0,128
Text,250,401.5973502791894,0,128
Text,251,277.05582805356244,0,128
Text,252,291.7933234057273,0,128
Text,253,281.84333147692087,0,128
Text,254,288.70371883022017,0,128
Text,255,354.3137591495906,0,128
Text,256,368.8185622540914,0,128
Text,257,352.0152826786216,0,128
Text,258,289.0257488743373,0,128
Text,259,451.2797080024029,0,128
Text,260,324.1649047922692,0,128
Text,261,333.7370047756849,0,128
Text,262,279.47542231595435,0,128
Text,263,331.659625240718,0,128
Text,264,379.4413006235118,0,128
Text,265,334.4862209723942,0,128
Text,266,376.57422557094833,0,128
Text,267,267.1858695757692,0,128
Text,268,361.2370343889779,0,128
Text,269,311.3475198733795,0,128
Text,270,219.8154452653398,0,128
Text,271,290.4629268214194,0,128
Text,272,349.73557712692127,0,128
Text,273,385.2709306847828,0,128
Text,274,293.6813321266527,0,128
Text,275,324.1464262446243,0,128
Text,276,267.764851296306,0,128
Text,277,362.24069039235474,0,128
Text,278,410.0460500594636,0,128
Text,279,339.51672379043885,0,128
Text,280,311.95122320241353,0,128
Text,281,448.83613855017757,0,128
Text,282,396.7833992646774,0,128
Text,283,351.79283997604216,0,128
Text,284,395.5778262043168,0,128
Text,285,360.8805665098771,0,128
Text,286,356.44898636019207,0,128
Text,287,338.13868585275486,0,128
Text,288,393.51607783464715,0,128
Text,289,334.15166741724533,0,128
Text,290,300.1397163770889,0,128
Text,291,317.18772553358576,0,128
Text,292,346.209988465489,0,128
Text,293,337.63756481494056,0,128
Text,294,355.35765767417615,0,128
Text,295,245.42387808287458,0,128
Text,296,265.5187836244295,0,128
Text,297,386.9188504104386,0,128
Text,298,393.56656738891616,0,128
Text,299,299.8541648576065,0,128
Text,300,361.68024051403336,0,128
Text,301,384.9424064046616,0,128
Text,302,343.2103324739728,0,128
Text,303,249.2125080934784,0,128
Text,304,430.78523371332267,0,128
Text,305,357.4417346098926,0,128
Text,306,308.4731232156628,0,128
Text,307,304.96761321046506,0,128
Text,308,355.5481233725004,0,128
Text,309,345.10685977875255,0,128
Text,310,409.34536319946346,0,128
Text,311,376.8686461407924,0,128
Text,312,382.35235808861034,0,128
Text,313,361.55659558244224,0,128
Text,314,305.6650041053217,0,128
Text,315,332.18690461217193,0,128
Text,316,317.4266086152784,0,128
Text,317,310.877271780555,0,128
Text,318,227.86365251340612,0,128
Text,319,267.97394513050676,0,128
Text,320,322.12980110671197,0,128
Text,321,377.784544516544,0,128
Text,322,397.0092693834886,0,128
Text,323,311.26193982163386,0,128
Text,324,289.0648941829568,0,128
Text,325,252.5308908370789,0,128
Text,326,363.7000840044493,0,128
Text,327,288.00617693559616,0,128
Text,328,375.6122608338046,0,128
Text,329,290.25126408851065,0,128
Text,330,280.7530987847713,0,128
Text,331,468.0628751866607,0,128
Text,332,341.6236704288167,0,128
Text,333,379.3336584021745,0,128
Text,334,401.09871789354656,0,128
Text,335,379.4922155811946,0,128
Text,336,259.46007634956914,0,128
Text,337,393.05547701769683,0,128
Text,338,279.461557554896,0,128
Text,339,324.3376842310681,0,128
Text,340,359.43332308852405,0,128
Text,341,262.5931035963731,0,128
Text,342,382.6661515649903,0,128
Text,343,345.9290757873532,0,128
Text,344,372.1406844942976,0,128
Text,345,433.9836798571923,0,128
Text,346,351.69236609726795,0,128
Text,347,422.9681644228549,0,128
Text,348,280.0837288286857,0,128
Text,349,310.95384792934055,0,128
Text,350,318.7429940335278,0,128
Text,351,401.02098509305506,0,128
Text,352,350.5817618151923,0,128
Text,353,359.26899911464716,0,128
Text,354,348.65810287737986,0,128
Text,355,344.51059804996476,0,128
Text,356,350.64679686911404,0,128
Text,357,292.14309669987415,0,128
Text,358,420.9489948407281,0,128
Text,359,342.83564881479833,0,128
Text,360,260.16942889327765,0,128
Text,361,319.38095730038185,0,128
Text,362,361.3477247363335,0,128
Text,363,315.9701141612459,0,128
Text,364,332.79730729009316,0,128
Text,365,372.4590868278028,0,128
Text,366,334.83314025033906,0,128
Text,367,345.5011502283014,0,128
Text,368,372.38949097627483,0,128
Text,369,329.0821262071404,0,128
Text,370,391.69437900454795,0,128
Text,371,379.3260916863801,0,128
Text,372,342.5244812242454,0,128
Text,373,251.27241428890557,0,128
Text,374,381.4128662306757,0,128
Text,375,289.40117515594466,0,128
Text,376,359.85119066754123,0,128
Text,377,384.72290714344126,0,128
Text,378,336.04800140528823,0,128
Text,379,276.932884238704,0,128
Text,380,384.063497544048,0,128
Text,381,298.4534526403877,0,128
Text,382,425.6436783434765,0,128
Text,383,293.52300226673833,0,128
Text,384,335.10251495681587,0,128
Text,385,311.1276879953948,0,128
Text,386,358.08593545880285,0,128
Text,387,370.61280004309083,0,128
Text,388,396.78648372137104,0,128
Text,389,344.2709369919612,0,128
Text,390,305.9299601627572,0,128
Text,391,335.1285250028013,0,128
Text,392,328.01322364139196,0,128
Text,393,252.28693388635293,0,128
Text,394,237.71590668548015,0,128
Text,395,315.3022703663737,0,128
Text,396,400.46740344405407,0,128
Text,397,307.86619896025513,0,128
Text,398,352.64191113492416,0,128
Text,399,513.6951890417549,0,128
Text,400,285.760764771112,0,128
Text,401,357.828496295042,0,128
Text,402,361.9597819106275,0,128
Text,403,332.73430599183484,0,128
Text,404,337.70459351944737,0,128
Text,405,384.56081731055747,0,128
Text,406,392.8306377692934,0,128
Text,407,362.11560888295935,0,128
Text,408,276.5578541166178,0,128
Text,409,370.2072025662346,0,128
Text,410,337.8585646969441,0,128
Text,411,341.4005274134979,0,128
Text,412,403.1502978741628,0,128
Text,413,361.91534151294036,0,128
Text,414,402.24397826750646,0,128
Text,415,358.3592414197483,0,128
Text,416,377.35896696176496,0,128
Text,417,405.20671552621934,0,128
Text,418,380.4667460935889,0,128
Text,419,331.77028617137694,0,128
Text,420,408.89421411338844,0,128
Text,421,375.1073117073247,0,128
Text,422,330.627475907022,0,128
Text,423,324.2388002072403,0,128
Text,424,307.0710688662075,0,128
Text,425,296.9845349107345,0,128
Text,426,328.48836131779535,0,128
Text,427,459.54958896618336,0,128
Text,428,389.6619397273753,0,128
Text,429,308.4009297290322,0,128
Text,430,375.5508114936674,0,128
Text,431,255.9183202611166,0,128
Text,432,366.72294031268393,0,128
Text,433,305.5950197522179,0,128
Text,434,405.1922828784882,0,128
Text,435,386.9848472331796,0,128
Text,436,370.94496502686525,0,128
Text,437,332.90995457537065,0,128
Text,438,345.06301793771854,0,128
Text,439,372.4614289112651,0,128
Text,440,347.0796316451015,0,128
Text,441,287.2584931592428,0,128
Text,442,297.1186413360556,0,128
Text,443,315.41424138958973,0,128
Text,444,435.6765441298194,0,128
Text,445,292.66222491060034,0,128
Text,446,398.81583128590137,0,128
Text,447,353.5433846373053,0,128
Text,448,318.86590715657803,0,128
Text,449,401.3819666179188,0,128
Text,450,302.6044590242236,0,128
Text,451,324.2376247126231,0,128
Text,452,303.13914692123944,0,128
Text,453,431.5393404176575,0,128
Text,454,330.4080179441371,0,128
Text,455,412.23097534930275,0,128
Text,456,432.7475860100094,0,128
Text,457,410.1998719161202,0,128
Text,458,313.65376137182466,0,128
Text,459,298.66345922891924,0,128
Text,460,285.5384313097602,0,128
Text,461,434.51772589833126,0,128
Text,462,342.43646759932744,0,128
Text,463,284.6898230473016,0,128
Text,464,272.0264704876172,0,128
Text,465,346.8594122368813,0,128
Text,466,358.39771094106254,0,128
Text,467,318.36562157150183,0,128
Text,468,391.4076932978787,0,128
Text,469,336.5270206668356,0,128
Text,470,292.3337865559006,0,128
Text,471,327.07151709291793,0,128
Text,472,327.8369527615723,0,128
Text,473,331.4421056511492,0,128
Text,474,295.0344426517404,0,128
Text,475,341.64277104719076,0,128
Text,476,323.4147923922137,0,128
Text,477,337.2563776847528,0,128
Text,478,267.77749859684263,0,128
Text,479,351.8730993182544,0,128
Text,480,261.4412456405262,0,128
Text,481,366.828990767317,0,128
Text,482,398.7326316837425,0,128
Text,483,396.1468437410076,0,128
Text,484,459.80641258938704,0,128
Text,485,362.8932483279641,0,128
Text,486,419.2898244364187,0,128
Text,487,328.36417724865896,0,128
Text,488,369.4982250872272,0,128
Text,489,418.9278546909918,0,128
Text,490,327.43478750671784,0,128
Text,491,333.2437624630984,0,128
Text,492,410.7490964615863,0,128
Text,493,393.31849498739757,0,128
Text,494,334.98285962923546,0,128
Text,495,339.98917362623615,0,128
Text,496,390.9996994152607,0,128
Text,497,394.2634546310728,0,128
Text,498,266.9187977880938,0,128
Text,499,362.168985655444,0,128
Text,500,305.06328948467853,0,128
Text,501,319.392312429045,0,128
Text,502,344.61222155550786,0,128
Text,503,321.90848706886754,0,128
Text,504,343.2822639861115,0,128
Text,505,405.915915443984,0,128
Text,506,375.16844044694153,0,128
Text,507,413.5576940188912,0,128
Text,508,312.81821017000766,0,128
Text,509,344.50504190681386,0,128
Text,510,386.3375151395303,0,128
Text,511,348.94472557243716,0,128
Text,512,333.5998324346292,0,128
Text,513,429.1901244541805,0,128
Text,514,403.37633475792245,0,128
Text,515,315.77212103547936,0,128
Text,516,371.2858790640894,0,128
Text,517,360.48217504503555,0,128
Text,518,371.02882019462413,0,128
Text,519,314.8592750385433,0,128
Text,520,329.85220424598083,0,128
Text,521,273.76981469933526,0,128
Text,522,329.81487385222863,0,128
Text,523,448.8547300479695,0,128
Text,524,359.58274170116056,0,128
Text,525,287.6583814231708,0,128
Text,526,372.9289883576712,0,128
Text,527,280.2944592622225,0,128
Text,528,344.6004300913046,0,128
Text,529,340.0907850882504,0,128
Text,530,378.019679155841,0,128
Text,531,328.82281168349436,0,128
Text,532,487.3533391782985,0,128
Text,533,300.1853593978012,0,128
Text,534,369.20737796208414,0,128
Text,535,348.9350808886229,0,128
Text,536,336.36674096669594,0,128
Text,537,379.5715610322077,0,128
Text,538,436.5817253001296,0,128
Text,539,326.66021678596735,0,128
Text,540,389.0230441993481,0,128
Text,541,358.3692527645326,0,128
Text,542,302.69645310727356,0,128
Text,543,336.9652834498993,0,128
Text,544,360.66324846615316,0,128
Text,545,302.8746580821462,0,128
Text,546,316.77922737617337,0,128
Text,547,284.9761839806888,0,128
Text,548,332.6118152708659,0,128
Text,549,401.93001150692,0,128
Text,550,359.312130658509,0,128
Text,551,383.8359655201202,0,128
Text,552,399.7885286134988,0,128
Text,553,402.64234217647754,0,128
Text,554,370.01531873283966,0,128
Text,555,383.23266098086606,0,128
Text,556,375.17166420548165,0,128
Text,557,427.78790445845516,0,128
Text,558,361.027486369494,0,128
Text,559,314.4271705314168,0,128
Text,560,279.11485724871454,0,128
Text,561,294.39540487146587,0,128
Text,562,308.89070117336814,0,128
Text,563,282.9347886599862,0,128
Text,564,265.6409529281518,0,128
Text,565,246.49361361116462,0,128
Text,566,351.84383792329754,0,128
Text,567,290.4306914861081,0,128
Text,568,329.1503751242999,0,128
Text,569,441.97416984934534,0,128
Text,570,315.7397577942902,0,128
Text,571,278.56966980107245,0,128
Text,572,312.3439824448724,0,128
Text,573,298.387512415502,0,128
Text,574,306.66845289306366,0,128
Text,575,405.03423846894293,0,128
Text,576,278.9850276312791,0,128
Text,577,306.9499774937867,0,128
Text,578,368.7093951193674,0,128
Text,579,372.0543853196432,0,128
Text,580,394.81267830160505,0,128
Text,581,329.75237831306003,0,128
Text,582,333.09872989593714,0,128
Text,583,333.72423936089035,0,128
Text,584,320.5292974562326,0,128
Text,585,273.2650964662753,0,128
Text,586,286.3565336447209,0,128
Text,587,325.8992279806989,0,128
Text,588,444.8006702114071,0,128
Text,589,312.5756700137572,0,128
Text,590,322.7183941980911,0,128
Text,591,432.28962490502454,0,128
Text,592,345.4055852325837,0,128
Text,593,293.157940994206,0,128
Text,594,214.7320541607769,0,128
Text,595,247.26428956455493,0,128
Text,596,341.7877060255705,0,128
Text,597,327.1604433648463,0,128
Text,598,336.1540327023249,0,128
Text,599,328.54161294199,0,128
Text,600,389.4190686278307,0,128
Text,601,297.08783724345267,0,128
Text,602,328.56864993118506,0,128
Text,603,285.2468024357222,0,128
Text,604,391.601776731477,0,128
Text,605,316.19634479648084,0,128
Text,606,379.7731437061884,0,128
Text,607,327.98367258146754,0,128
Text,608,306.0868725842738,0,128
Text,609,295.69838795941905,0,128
Text,610,252.7459822849778,0,128
Text,611,294.9208736245055,0,128
Text,612,328.12368931445235,0,128
Text,613,336.96479753962194,0,128
Text,614,331.1120159105485,0,128
Text,615,332.2851507909945,0,128
Text,616,328.8299940595607,0,128
Text,617,433.64516580732015,0,128
Text,618,441.088133102312,0,128
Text,619,247.3701704875566,0,128
Text,620,304.6257949699793,0,128
Text,621,359.8698910391249,0,128
Text,622,329.89892391378817,0,128
Text,623,301.5880424409261,0,128
Text,624,298.40794172196183,0,128
Text,625,304.38735040115716,0,128
Text,626,319.88332045330026,0,128
Text,627,364.1434211986052,0,128
Text,628,351.7282155917201,0,128
Text,629,331.0267042288615,0,128
Text,630,363.86897976444743,0,128
Text,631,290.96603679136024,0,128
Text,632,311.98646170741995,0,128
Text,633,315.5532008695445,0,128
Text,634,333.5016621513205,0,128
Text,635,267.3666611299268,0,128
Text,636,328.9780137620255,0,128
Text,637,417.3171968632232,0,128
Text,638,353.39808032586006,0,128
Text,639,384.44651813006203,0,128
Text,640,350.11403712269384,0,128
Text,641,394.9695555584185,0,128
Text,642,429.5440419973602,0,128
Text,643,315.9867943068093,0,128
Text,644,324.8821245651925,0,128
Text,645,347.77095494609966,0,128
Text,646,278.864227619124,0,128
Text,647,316.1711700086016,0,128
Text,648,333.57208058805554,0,128
Text,649,312.16140851211094,0,128
Text,650,352.7187341842364,0,128
Text,651,305.01769261718437,0,128
Text,652,386.92000289302086,0,128
Text,653,367.80632825502835,0,128
Text,654,387.80615990253864,0,128
Text,655,342.30822894824087,0,128
Text,656,301.57462340866914,0,128
Text,657,370.6228498976998,0,128
Text,658,321.70194320133305,0,128
Text,659,314.9761910990492,0,128
Text,660,288.3130503578286,0,128
Text,661,373.32877114567964,0,128
Text,662,441.13428226773976,0,128
Text,663,282.88983993115835,0,128
Text,664,400.30635977927886,0,128
Text,665,363.08366420962557,0,128
Text,666,325.0151445135998,0,128
Text,667,340.8695020916639,0,128
Text,668,452.16246255768056,0,128
Text,669,261.8443727715203,0,128
Text,670,266.38991823892866,0,128
Text,671,385.90031935382285,0,128
Text,672,369.6589176161069,0,128
Text,673,451.4998337926954,0,128
Text,674,359.67044286371674,0,128
Text,675,322.97502881192486,0,128
Text,676,359.0682707781525,0,128
Text,677,342.67841610380856,0,128
Text,678,310.29136098550225,0,128
Text,679,299.8133044766291,0,128
Text,680,383.583478131186,0,128
Text,681,370.79537379031535,0,128
Text,682,366.8017304571549,0,128
Text,683,470.037991344725,0,128
Text,684,259.0824603448709,0,128
Text,685,413.29940347714,0,128
Text,686,426.7225963030796,0,128
Text,687,326.46153849236725,0,128
Text,688,313.18869354072376,0,128
Text,689,343.0979218101129,0,128
Text,690,350.3800952457823,0,128
Text,691,256.88933651690604,0,128
Text,692,413.8409927381872,0,128
Text,693,391.7196495567623,0,128
Text,694,395.66864784683276,0,128
Text,695,362.5147142465721,0,128
Text,696,354.3402210398199,0,128
Text,697,384.67940570262726,0,128
Text,698,289.55853177103563,0,128
Text,699,454.99781363105285,0,128
Text,700,313.62233900654246,0,128
Text,701,325.538307255556,0,128
Text,702,322.46930743895064,0,128
Text,703,380.1049128978775,0,128
Text,704,363.5633873873303,0,128
Text,705,354.95902139336977,0,128
Text,706,335.39925350487465,0,128
Text,707,362.0034038431186,0,128
Text,708,360.69834460249695,0,128
Text,709,314.38234921915864,0,128
Text,710,390.54354145810066,0,128
Text,711,403.57606199359,0,128
Text,712,345.4253076142777,0,128
Text,713,286.351841124997,0,128
Text,714,350.8328010684636,0,128
Text,715,278.22937405835546,0,128
Text,716,313.4897935378831,0,128
Text,717,284.17700348109065,0,128
Text,718,334.99798474804265,0,128
Text,719,294.2442967087118,0,128
Text,720,275.1733237564622,0,128
Text,721,287.35772127220116,0,128
Text,722,429.62574757257244,0,128
Text,723,291.3312912260153,0,128
Text,724,338.65038188014296,0,128
Text,725,348.68891878613795,0,128
Text,726,343.5747589064704,0,128
Text,727,393.6918754498038,0,128
Text,728,371.1112325945578,0,128
Text,729,276.6221297879383,0,128
Text,730,313.41265286937414,0,128
Text,731,391.6903806220944,0,128
Text,732,257.37440720695304,0,128
Text,733,450.200022169156,0,128
Text,734,340.0628216277255,0,128
Text,735,363.4149376193818,0,128
Text,736,413.4599594381143,0,128
Text,737,359.8631909917458,0,128
Text,738,358.131995128133,0,128
Text,739,443.0669563480478,0,128
Text,740,266.0796362288238,0,128
Text,741,298.64236223875196,0,128
Text,742,357.7330146217719,0,128
Text,743,307.0799521810841,0,128
Text,744,354.3163176964299,0,128
Text,745,313.16038214208675,0,128
Text,746,354.2511362775258,0,128
Text,747,290.45903317637567,0,128
Text,748,369.7797289933078,0,128
Text,749,344.8622903870273,0,128
Text,750,358.7520575256349,0,128
Text,751,319.85825149240554,0,128
Text,752,488.2913488218037,0,128
Text,753,336.4482523975312,0,128
Text,754,475.848067602783,0,128
Text,755,294.75675849244,0,128
Text,756,332.0909796311753,0,128
Text,757,333.65150699683,0,128
Text,758,340.3019893066812,0,128
Text,759,437.6317865571764,0,128
Text,760,346.99282475412474,0,128
Text,761,410.7866430749709,0,128
Text,762,403.59117772823083,0,128
Text,763,275.64977154725057,0,128
Text,764,302.3392679479002,0,128
Text,765,324.8637989127019,0,128
Text,766,394.82971456345695,0,128
Text,767,328.4357270276814,0,128
Text,768,325.85634277893405,0,128
Text,769,333.12693715197383,0,128
Text,770,379.3367884682084,0,128
Text,771,291.5849097953469,0,128
Text,772,343.56245751951064,0,128
Text,773,258.937157524997,0,128
Text,774,370.76258451634203,0,128
Text,775,421.25675096212944,0,128
Text,776,372.7086669750861,0,128
Text,777,386.0151306780608,0,128
Text,778,404.8345618102758,0,128
Text,779,319.987008746466,0,128
Text,780,353.16659205636824,0,128
Text,781,347.51775181757694,0,128
Text,782,392.2461378915614,0,128
Text,783,285.21422537414765,0,128
Text,784,386.2310032527603,0,128
Text,785,282.9158169188304,0,128
Text,786,323.9524969176273,0,128
Text,787,293.2420847391768,0,128
Text,788,356.86246045042935,0,128
Text,789,271.9063552813168,0,128
Text,790,287.73323272980633,0,128
Text,791,288.8007550172915,0,128
Text,792,367.84991525200894,0,128
Text,793,284.6079399660084,0,128
Text,794,325.25085498127737,0,128
Text,795,290.394742429271,0,128
Text,796,422.12105577891634,0,128
Text,797,338.43229606463865,0,128
Text,798,294.9728957955813,0,128
Text,799,264.7876632890984,0,128
Text,800,354.66674364579376,0,128
Text,801,297.86723966935824,0,128
Text,802,416.7279646371753,0,128
Text,803,497.45721478029736,0,128
Text,804,345.7462073129136,0,128
Text,805,417.3100450771017,0,128
Text,806,315.74476932109974,0,128
Text,807,344.4717647107609,0,128
Text,808,389.3415239199385,0,128
Text,809,364.644084509564,0,128
Text,810,329.7496315517492,0,128
Text,811,326.74198790846276,0,128
Text,812,430.85765125033504,0,128
Text,813,375.6221087569429,0,128
Text,814,357.85327442317794,0,128
Text,815,385.4731750470819,0,128
Text,816,307.30806554856827,0,128
Text,817,371.3236564708495,0,128
Text,818,387.0878446741699,0,128
Text,819,415.59975983000186,0,128
Text,820,352.7786449285486,0,128
Text,821,281.5916325580474,0,128
Text,822,331.803284574562,0,128
Text,823,409.2907722169912,0,128
