dataset,reference,id,group,q,route,policy_correct,reference_correct,policy_answer,reference_answer,policy_valid,reference_valid,policy_ms,reference_ms,latency_diff_policy_minus_reference_ms,net_saving_ms,accuracy_diff,policy_U,reference_U,delta_U,old_policy_ms,old_action_ms,old_probe_selector_ms,old_reference_ms,old_net_saving_ms,online_probe_selector_ms,policy_action_ms,policy_other_ms,reference_action_ms,reference_other_ms,reference_shift_ms,selected_action_shift_ms,online_control_shift_ms,saving_minus_component_ms,policy_historical_parsed_match,reference_historical_parsed_match,policy_historical_raw_match,reference_historical_raw_match,cold_first_request,policy_record_key,reference_record_key
obqa,T,9-892,9-892,0.8,R,1,1,C,C,True,True,261.83207612484694,976.6775949392468,-714.8455188143998,714.8455188143998,0,0.9896244013796974,0.9612972755037845,0.028327125875912944,328.1907580493494,285.720063,42.47069504934943,1210.246948,882.0561899506506,32.686962047591805,229.0251199156046,0.11999416165053844,976.5590520109981,0.11854292824864388,-233.5693530607532,-56.69494308439539,-9.663738840107087,-167.21067113625077,True,True,True,True,False,obqa|9-892|policy_T,obqa|9-892|reference_T
obqa,T,1683,1683,0.8,R,1,1,B,B,True,True,229.87208794802427,701.1645310558379,-471.2924431078136,471.2924431078136,0,0.9908908772604991,0.972215009525574,0.018675867734925005,286.37163899828795,245.168179,41.20345999828792,872.143451,585.7718120017121,32.63291087932885,197.1197130624205,0.11946400627493858,701.0474121198058,0.11711893603205681,-170.97891994416216,-48.04846593757952,-8.451085112684133,-114.47936889389848,True,True,True,True,False,obqa|1683|policy_T,obqa|1683|reference_T
obqa,T,11-744,11-744,0.8,R,1,1,C,C,True,True,232.54293692298234,961.0253900755197,-728.4824531525373,728.4824531525373,0,0.9907850397429964,0.9619175241669442,0.028867515576052164,286.83222226703214,245.103477,41.728745267032146,1196.110123,909.2779007329677,32.98604302108288,199.43847181275487,0.11842208914458752,960.9073898755014,0.1180002000182867,-235.08473292448025,-45.66500518724513,-8.62428015680468,-180.7954475804304,True,True,True,True,False,obqa|11-744|policy_T,obqa|11-744|reference_T
obqa,T,12-428,12-428,0.8,R,1,1,B,B,True,True,229.06686807982624,795.3071678057313,-566.2402997259051,566.2402997259051,0,0.9909227856434488,0.9684844268313892,0.022438358812059574,288.9421599849869,245.050246,43.8919139849869,987.320888,698.378728015013,32.39940293133259,196.55090710148215,0.11655804701149464,795.1875140424818,0.11965376324951649,-192.01372019426867,-48.499338898517834,-11.375953006642817,-132.138428289108,True,True,True,True,False,obqa|12-428|policy_T,obqa|12-428|reference_T
obqa,T,10-443,10-443,0.8,T,1,1,A,A,True,True,809.4193460419774,837.4903898220509,-28.071043780073524,28.071043780073524,0,0.9679252046795256,0.9668128356855292,0.0011123689939963961,1004.0553168718394,961.672728,42.3825888718394,961.672728,-42.3825888718394,32.451601000502706,776.8463569227606,0.12138811871409416,837.371057132259,0.1193326897919178,-124.18233817794908,-184.8263710772394,-9.809599752622603,70.45363265191293,True,True,True,True,False,obqa|10-443|policy_T,obqa|10-443|reference_T
obqa,T,14-676,14-676,0.8,R,1,1,B,B,True,True,229.13033701479435,735.7918319758028,-506.66149496100843,506.66149496100843,0,0.9909202705650678,0.9708428362572435,0.020077434307824334,286.45787319842077,245.240075,41.217798198420766,911.672772,625.2148988015792,32.87486406043172,196.13798195496202,0.11749099940061569,735.6766760349274,0.11515594087541103,-175.88094002419723,-49.102093045037975,-8.225443138588432,-118.55340384057081,True,True,True,True,False,obqa|14-676|policy_T,obqa|14-676|reference_T
obqa,T,14-129,14-129,0.8,R,1,1,D,D,True,True,229.43100007250905,714.4001540727913,-484.9691540002823,484.9691540002823,0,0.9909083562142634,0.9716905225568802,0.019217833657383308,288.6089303247566,244.899451,43.70947932475662,887.452989,598.8440586752433,32.70703018642962,196.60622999072075,0.11773989535868168,714.2839359585196,0.11621811427175999,-173.05283492720866,-48.29322100927925,-10.88470924296832,-113.87490467496104,True,True,True,True,False,obqa|14-129|policy_T,obqa|14-129|reference_T
obqa,T,7-321,7-321,0.8,R,1,1,C,C,True,True,229.7973579261452,761.2073770724237,-531.4100191462785,531.4100191462785,0,0.9908938385810652,0.969835696495983,0.021058142085082207,286.61085305857637,245.162959,41.447894058576345,944.359595,657.7487419414236,32.58371795527637,197.09433591924608,0.11930405162274837,761.0914900433272,0.11588702909648418,-183.15221792757632,-48.06862308075392,-8.744872051677227,-126.33872279514515,True,True,True,True,False,obqa|7-321|policy_T,obqa|7-321|reference_T
obqa,T,13-462,13-462,0.8,R,1,1,D,D,True,True,261.96288084611297,716.8381360825151,-454.87525523640215,454.87525523640215,0,0.989619217991529,0.9715939128398784,0.018025305151650663,328.51890879893483,285.578114,42.94079479893482,887.224327,558.7054182010652,32.61146997101605,229.2336809914559,0.11772988364100456,716.7227589525282,0.11537712998688221,-170.3861909174849,-56.344433008544115,-10.211594944277763,-103.83016296466303,True,True,True,True,False,obqa|13-462|policy_T,obqa|13-462|reference_T
obqa,T,7-455,7-455,0.8,R,1,1,A,A,True,True,229.47526397183537,724.3685880675912,-494.8933240957558,494.8933240957558,0,0.9909066021722852,0.9712955042247728,0.01961109794751232,286.99396486915555,245.479808,41.51415686915553,896.485405,609.4914401308445,32.44515904225409,196.91330613568425,0.11679879389703274,724.2529720533639,0.11561601422727108,-172.11681693240882,-48.56650186431574,-8.952199033004405,-114.59811603508865,True,True,True,True,False,obqa|7-455|policy_T,obqa|7-455|reference_T
obqa,T,10-677,10-677,0.8,R,0,0,D,D,True,True,229.97046308591962,898.9023838657886,-668.931920779869,668.931920779869,0,-0.009113021043177601,-0.03562073246280729,0.026507711419629685,288.47457371699176,246.454277,42.02029671699178,1115.403436,826.9288622830084,32.300857128575444,197.55369797348976,0.11590798385441303,898.7856151070446,0.11676875874400139,-216.50105213421148,-48.90057902651023,-9.603531604561923,-157.9969415031394,True,True,True,True,False,obqa|10-677|policy_T,obqa|10-677|reference_T
obqa,T,13-944,13-944,0.8,R,1,1,C,C,True,True,261.21591101400554,1180.4050512146205,-919.1891402006149,919.1891402006149,0,0.9896488181049838,0.9532241839806488,0.03642463412433509,328.6220447983327,286.296992,42.32505279833269,1389.357881,1060.735836201667,32.38363307900727,228.714135941118,0.11814199388027191,1180.2858670707792,0.11918414384126663,-208.95282978537944,-57.58285605888199,-9.823277725445152,-141.54669600105217,True,True,True,True,False,obqa|13-944|policy_T,obqa|13-944|reference_T
obqa,T,14-1171,14-1171,0.8,T,0,0,A,A,True,True,734.4503770582378,705.0497881136835,29.40058894455433,-29.40058894455433,0,-0.02910400601663719,-0.027938951243349032,-0.0011650547732881562,916.4649560766437,872.317048,44.1479080766437,872.317048,-44.147908076643716,32.58567210286856,701.7488279379904,0.11587701737880707,704.9337509088218,0.11603720486164093,-167.26725988631654,-170.56822006200957,-11.446358956396338,14.747319132089387,True,True,True,True,False,obqa|14-1171|policy_T,obqa|14-1171|reference_T
obqa,T,10-973,10-973,0.8,R,1,1,C,C,True,True,229.447390884161,716.1747619975358,-486.72737111337483,486.72737111337483,0,0.9909077066968885,0.9716202003113857,0.019287506385502747,291.4551378286543,246.364648,45.09048982865429,888.464809,597.0096711713456,32.10478997789323,197.22438999451697,0.11821091175079346,716.0596770700067,0.1150849275290966,-172.29004700246412,-49.14025800548302,-12.867488939010265,-110.28230005797082,True,True,True,True,False,obqa|10-973|policy_T,obqa|10-973|reference_T
obqa,T,14-109,14-109,0.8,T,1,1,C,C,True,True,841.9054299592972,806.1489618849009,35.75646807439625,-35.75646807439625,0,0.9666378812451315,0.9680547999294667,-0.001416918684335301,1034.9918968479572,992.276206,42.715690847957255,992.276206,-42.71569084795715,32.24811912514269,809.5390098169446,0.1183010172098875,806.0289570130408,0.12000487186014652,-186.12724411509907,-182.7371961830554,-10.349270705604674,6.959222773560896,True,True,True,True,False,obqa|14-109|policy_T,obqa|14-109|reference_T
obqa,T,13-42,13-42,0.8,T,1,1,D,D,True,True,871.9316518399864,833.946033148095,37.98561869189143,-37.98561869189143,0,0.9654480345658055,0.96695328762236,-0.0015052530565544684,1080.479302978207,1035.796775,44.68252797820699,1035.796775,-44.68252797820696,32.324782107025385,839.4855628721416,0.12130686081945896,833.826808957383,0.1192241907119751,-201.850741851905,-196.31121212785843,-12.236439010362147,6.696909286315531,True,True,True,True,False,obqa|13-42|policy_T,obqa|13-42|reference_T
obqa,T,10-702,10-702,0.8,R,1,1,D,D,True,True,260.53922181017697,840.456873876974,-579.917652066797,579.917652066797,0,0.9896756332136349,0.966695283060492,0.02298035015314295,330.6170330821601,286.50275,44.114283082160114,1033.404588,702.78755491784,32.385645899921656,228.03547396324575,0.11810194700956345,840.3604130726308,0.09646080434322357,-192.94771412302612,-58.46727603675424,-11.610535235228895,-122.86990285104298,True,True,True,True,False,obqa|10-702|policy_T,obqa|10-702|reference_T
obqa,T,14-1445,14-1445,0.8,R,1,1,B,B,True,True,230.34842079505324,770.7590612117201,-540.4106404166669,540.4106404166669,0,0.9908720016570833,0.9694571926768787,0.021414808980204633,288.38577588091135,245.841149,42.54462688091135,939.777453,651.3916771190886,32.77018805965781,197.45310791768134,0.12512481771409512,770.6429120153189,0.11614919640123844,-169.01839178827993,-48.388041082318665,-9.649314003539445,-110.98103670242176,True,True,True,True,False,obqa|14-1445|policy_T,obqa|14-1445|reference_T
obqa,T,7-1076,7-1076,0.8,R,1,1,B,B,True,True,229.31777918711305,916.8993860948831,-687.58160690777,687.58160690777,0,0.9909128428091822,0.9636661017774378,0.027246741031744362,290.0449710794535,245.924958,44.12001307945347,1136.372421,846.3274499205465,32.888170098885894,196.3148540817201,0.11475500650703907,916.7794219683856,0.1199641264975071,-219.47303490511695,-49.61010391827989,-11.117087974060539,-158.7458430127765,True,True,True,True,False,obqa|7-1076|policy_T,obqa|7-1076|reference_T
obqa,T,7-26,7-26,0.8,R,1,1,D,D,True,True,228.68380905129015,885.2437192108482,-656.5599101595581,656.5599101595581,0,0.9909379650927614,0.964920518342848,0.02601744674991344,290.0515942955639,246.200258,43.85133629556394,1098.518372,808.466777704436,32.500772969797254,196.06607710011303,0.1169589813798666,885.1284519769251,0.11526723392307758,-213.2746527891518,-50.13418089988696,-11.23360434438682,-151.90686754487797,True,True,True,True,False,obqa|7-26|policy_T,obqa|7-26|reference_T
obqa,T,12-1083,12-1083,0.8,R,1,1,D,D,True,True,229.03639590367675,540.1661721989512,-311.1297762952745,311.1297762952745,0,0.990923993161922,0.9785948785421952,0.012329114619726897,291.06631231131854,246.174349,44.89196331131852,664.226172,373.1598596886815,31.876454828307033,197.0424810424447,0.11746003292500973,540.0527890305966,0.11338316835463047,-124.05999980104878,-49.1318679575553,-12.898048450086478,-62.03008339340698,True,True,True,True,False,obqa|12-1083|policy_T,obqa|12-1083|reference_T
obqa,T,12-105,12-105,0.8,T,0,0,A,A,True,True,774.5737880468369,742.6572002004832,31.91658784635365,-31.91658784635365,0,-0.030693973196581324,-0.02942921713718434,-0.0012647560593969842,969.6951150070757,922.725313,46.969802007075664,922.725313,-46.969802007075714,32.56206004880369,741.8959019705653,0.11582602746784687,742.5424240063876,0.11477619409561157,-180.06811279951683,-180.8294110294347,-14.29191593080413,15.053214160722064,True,True,True,True,False,obqa|12-105|policy_T,obqa|12-105|reference_T
obqa,T,1341,1341,0.8,R,1,1,B,B,True,True,293.0441820062697,700.309979962185,-407.26579795591533,407.26579795591533,0,0.9883875617704602,0.972248872753027,0.016138689017433268,286.51371007073703,244.720704,41.79300607073701,871.220006,584.706295929263,32.70215215161443,260.2244089357555,0.11762091889977455,700.1912679988891,0.11871196329593658,-170.910026037815,15.50370493575548,-8.973233000222805,-177.44049797334765,True,True,True,True,False,obqa|1341|policy_T,obqa|1341|reference_T
obqa,T,14-671,14-671,0.8,T,0,0,B,B,True,True,910.351017024368,874.0419200621545,36.309096962213516,-36.309096962213516,0,-0.03607440652811878,-0.0346355888632963,-0.0014388176648224822,1138.249848951584,1094.225937,44.02391195158398,1094.225937,-44.02391195158407,32.65076712705195,877.5820690207183,0.11818087659776211,873.9258230198175,0.11609704233705997,-220.1840169378454,-216.6438679792816,-11.254963947934272,7.714814989370552,True,True,True,True,False,obqa|14-671|policy_T,obqa|14-671|reference_T
obqa,T,11-176,11-176,0.8,R,1,1,C,C,True,True,229.12933002226055,574.9480139929801,-345.8186839707196,345.8186839707196,0,0.99092031046908,0.9772165812950785,0.013703729174001502,289.9829811677717,246.289512,43.693469167771696,711.189224,421.20624283222827,31.931416830047965,197.0815050881356,0.11640810407698154,574.8542391229421,0.09377487003803253,-136.24121000701984,-49.2080069118644,-11.645644233646749,-75.3875588615087,True,True,True,True,False,obqa|11-176|policy_T,obqa|11-176|reference_T
obqa,T,9-695,9-695,0.8,R,1,1,A,A,True,True,228.54677797295153,793.5896480921656,-565.0428701192141,565.0428701192141,0,0.9909433952122808,0.9685524868469311,0.022390908365349717,290.6950241331463,245.590752,45.10427213314629,987.128707,696.4336828668536,32.471780898049474,195.9596611559391,0.11533591896295547,793.4753529261798,0.11429516598582268,-193.53905890783437,-49.63109084406091,-12.51715531613386,-131.39081274763953,True,True,True,True,False,obqa|9-695|policy_T,obqa|9-695|reference_T
obqa,T,9-985,9-985,0.8,T,0,0,A,A,True,True,888.8266929425299,852.6142810005695,36.212411941960454,-36.212411941960454,0,-0.03522146386902311,-0.0337864775337214,-0.0014349863353017123,1110.5018519679077,1062.612915,47.88893696790767,1062.612915,-47.88893696790774,32.48623805120587,856.2189070507884,0.12154784053564072,852.4991651065648,0.11511589400470257,-209.99863399943047,-206.39400794921153,-15.281151076166154,11.676525025947285,True,True,True,True,False,obqa|9-985|policy_T,obqa|9-985|reference_T
obqa,T,14-61,14-61,0.8,R,1,1,D,D,True,True,228.40546001680195,916.3036330137402,-687.8981729969382,687.8981729969382,0,0.9909489952075623,0.9636897096368653,0.027259285570697036,289.8759866605467,245.843819,44.03216766054666,1135.703111,845.8271243394533,32.445467077195644,195.84269309416413,0.11729984544217587,916.1872148979455,0.11641811579465866,-219.39947798625985,-50.00112590583586,-11.469400737908842,-157.92895134251512,True,True,True,True,False,obqa|14-61|policy_T,obqa|14-61|reference_T
obqa,T,10-823,10-823,0.8,R,1,1,D,D,True,True,231.90231900662184,875.4743521567434,-643.5720331501216,643.5720331501216,0,0.9908104254576403,0.9653076482653082,0.025502777192332137,289.2522908829023,245.441851,43.810439882902266,1085.916842,796.6645511170977,32.433816930279136,199.3502511177212,0.11825095862150192,875.3570220433176,0.11733011342585087,-210.44248984325668,-46.091599882278814,-11.258371994001628,-153.09251796697617,True,True,True,True,False,obqa|10-823|policy_T,obqa|10-823|reference_T
obqa,T,1851,1851,0.8,R,1,1,A,A,True,True,229.528316995129,764.5897299516946,-535.0614129565656,535.0614129565656,0,0.9909044998443984,0.9697016642704935,0.021202835573904913,290.31241201824974,246.307876,44.00453601824975,946.147568,655.8351559817502,32.50681306235492,196.9055060762912,0.11599785648286343,764.4753959029913,0.11433404870331287,-181.55783804830537,-49.40236992370879,-11.381725099411966,-120.77374302518456,True,True,True,True,False,obqa|1851|policy_T,obqa|1851|reference_T
obqa,T,9-844,9-844,0.8,R,1,1,C,C,True,True,228.74412592500448,692.2201979905367,-463.4760720655322,463.4760720655322,0,0.9909355749208584,0.9725694458925209,0.01836612902833736,286.35935187371217,244.413028,41.94632387371218,863.003064,576.6437121262878,32.617110991850495,196.01242011412978,0.11459481902420521,692.1044809278101,0.11571706272661686,-170.7828660094633,-48.400607885870215,-9.21461806283748,-113.16764006075562,True,True,True,True,False,obqa|9-844|policy_T,obqa|9-844|reference_T
obqa,T,1655,1655,0.8,R,1,1,C,C,True,True,228.32680400460958,675.8779399096966,-447.551135905087,447.551135905087,0,0.9909521121030308,0.9732170392390113,0.017735072864019524,289.4940582220118,245.193702,44.30035622201181,841.31101,551.8169517779882,32.20356488600373,196.0056379903108,0.11760112829506397,675.7642459124327,0.11369399726390839,-165.43307009030343,-49.188064009689214,-11.97919020771301,-104.26581587290116,True,True,True,True,False,obqa|1655|policy_T,obqa|1655|reference_T
obqa,T,383,383,0.8,R,1,1,D,D,True,True,231.23460705392063,754.1646079625934,-522.9300009086728,522.9300009086728,0,0.990836884825483,0.9701147797410176,0.020722105084465488,287.86963506997597,245.540556,42.329079069975975,938.456083,650.5864479300241,32.45116909965873,198.65905493497849,0.12438301928341389,754.0494329296052,0.11517503298819065,-184.2914750374066,-46.881501065021524,-9.753526951033834,-127.65644702135125,True,True,True,True,False,obqa|383|policy_T,obqa|383|reference_T
obqa,T,919,919,0.8,T,1,1,B,B,True,True,794.1731000319123,828.4482499584556,-34.275149926543236,34.275149926543236,0,0.9685293664438444,0.9671711478346051,0.001358218609239214,987.7372251199617,942.340468,45.39675711996174,942.340468,-45.39675711996176,32.2769321501255,761.7773357778788,0.11883210390806198,828.3336039166898,0.11464604176580906,-113.89221804154442,-180.56313222212123,-13.000992865928175,79.671907046505,True,True,True,True,False,obqa|919|policy_T,obqa|919|reference_T
obqa,T,14-45,14-45,0.8,R,1,1,C,C,True,True,260.6065100990236,833.3874028176069,-572.7808927185833,572.7808927185833,0,0.9896729667860251,0.9669754244215332,0.022697542364491993,327.2826458829642,285.438773,41.843872882964135,1034.745289,707.4626431170358,32.38077601417899,228.1048281583935,0.120905926451087,833.2680091261864,0.11939369142055511,-201.35788618239303,-57.333944841606524,-9.342190942334057,-134.68175039845244,True,True,True,True,False,obqa|14-45|policy_T,obqa|14-45|reference_T
obqa,T,11-131,11-131,0.8,R,1,0,B,D,True,True,231.31029889918864,853.2665339298546,-621.956235030666,621.956235030666,1,0.9908338853908188,-0.03381232430808664,1.0246462096989055,287.7868301603497,245.851805,41.935025160349724,1056.430319,768.6434888396503,32.30120800435543,198.89261317439377,0.11647772043943405,853.1520301476121,0.11450378224253654,-203.16378507014542,-46.95919182560624,-9.51733943555486,-146.68725380898434,True,True,True,True,False,obqa|11-131|policy_T,obqa|11-131|reference_T
obqa,T,11-559,11-559,0.8,R,1,1,D,D,True,True,261.24785421416163,954.6975172124803,-693.4496629983187,693.4496629983187,0,0.9896475522943606,0.9621682782759094,0.02747927401845117,328.48562799417374,286.307934,42.177693994173765,1183.052246,854.5666180058263,32.35652111470699,228.77270099706948,0.11863210238516331,954.5822718646377,0.11524534784257412,-228.35472878751966,-57.53523300293051,-9.702540777081609,-161.1169550075076,True,True,True,True,False,obqa|11-559|policy_T,obqa|11-559|reference_T
obqa,T,12-1066,12-1066,0.8,R,1,1,C,C,True,True,260.29045786708593,872.2385040018708,-611.9480461347848,611.9480461347848,0,0.9896854909623987,0.9654358749598679,0.0242496160025307,329.9797032106035,285.745822,44.23388121060348,1086.362654,756.3829507893965,32.423638040199876,227.7492000721395,0.11761975474655628,872.121644904837,0.11685909703373909,-214.12414999812927,-57.996621927860474,-11.692623415657046,-144.43490465461173,True,True,True,True,False,obqa|12-1066|policy_T,obqa|12-1066|reference_T
obqa,T,14-1299,14-1299,0.8,R,0,0,D,D,True,True,261.38119399547577,777.7285189367831,-516.3473249413073,516.3473249413073,0,-0.010357731550428392,-0.030818985463808447,0.020461253913380054,328.8408579604781,287.213363,41.62749496047807,963.222231,634.3813730395218,32.59854484349489,228.66649110801518,0.11615804396569729,777.6102682109922,0.11825072579085827,-185.4937120632169,-58.546871891984836,-8.912792073017478,-118.0340480982145,True,True,True,True,False,obqa|14-1299|policy_T,obqa|14-1299|reference_T
obqa,T,11-240,11-240,0.8,R,1,1,D,D,True,True,227.9485329054296,834.1593299992383,-606.2107970938087,606.2107970938087,0,0.990967101821452,0.966944835325196,0.02402226649625592,287.5432910725051,245.644714,41.89857707250512,1037.263474,749.720182927495,32.32477209530771,195.50980790518224,0.11395290493965149,834.0425021015108,0.11682789772748947,-203.10414400076183,-50.13490609481775,-9.45985207225776,-143.50938583368634,True,True,True,True,False,obqa|11-240|policy_T,obqa|11-240|reference_T
obqa,T,14-491,14-491,0.8,R,1,1,B,B,True,True,228.19115011952817,806.5749478992075,-578.3837977796793,578.3837977796793,0,0.9909574876486237,0.9680379194159417,0.02291956823268193,287.28436045512876,245.551818,41.73254245512879,995.484888,708.2005275448712,32.26463915780187,195.80999086610973,0.11652009561657906,806.4598119817674,0.1151359174400568,-188.90994010079248,-49.74182713389027,-9.351383201710341,-129.8167297651919,True,True,True,True,False,obqa|14-491|policy_T,obqa|14-491|reference_T
obqa,T,10-916,10-916,0.8,R,0,0,B,B,True,True,230.0915929954499,926.7926251050085,-696.7010321095586,696.7010321095586,0,-0.00911782104835955,-0.036725936809060014,0.027608115760700463,288.9832478091248,247.147963,41.83528480912483,1100.326184,811.3429361908752,32.06828096881509,197.90746388025582,0.11584814637899399,926.669143140316,0.12348196469247341,-173.53355889499153,-49.240499119744186,-9.651155693930747,-114.64190408131662,True,True,True,True,False,obqa|10-916|policy_T,obqa|10-916|reference_T
obqa,T,9-1064,9-1064,0.8,T,1,1,D,D,True,True,808.0428519751877,772.2100510727614,35.83280090242624,-35.83280090242624,0,0.9679797508991929,0.9693996944183647,-0.001419943519171863,1005.5500971143317,964.091844,41.458253114331725,964.091844,-41.45825311433168,32.45391394011676,775.4675699397922,0.12136809527873993,772.0964578911662,0.11359318159520626,-191.88179292723862,-188.62427406020788,-8.882971078936222,5.62545221190544,True,True,True,True,False,obqa|9-1064|policy_T,obqa|9-1064|reference_T
obqa,T,14-223,14-223,0.8,T,0,0,D,D,True,True,1027.6792768854648,992.6119330339134,35.06734385155141,-35.06734385155141,0,-0.040723764044410395,-0.039334153230224496,-0.0013896108141858978,1278.3206168823108,1236.279843,42.040773882310745,1236.279843,-42.04077388231076,32.47413202188909,995.0866219587624,0.11852290481328964,992.4896219745278,0.1223110593855381,-243.66790996608665,-241.19322104123762,-9.448118955608365,6.973430030759346,True,True,True,True,False,obqa|14-223|policy_T,obqa|14-223|reference_T
obqa,T,11-141,11-141,0.8,R,1,1,A,A,True,True,228.24058192782104,722.1505800262094,-493.9099980983883,493.9099980983883,0,0.9909555288183325,0.9713833970510246,0.01957213176730784,289.8707569466195,245.7963,44.07445694661951,896.154719,606.2839620533805,32.46146813035011,195.66038087941706,0.11873291805386543,722.0378888305277,0.11269119568169117,-174.00413897379065,-50.13591912058294,-11.494255898215535,-112.37396395499218,True,True,True,True,False,obqa|11-141|policy_T,obqa|11-141|reference_T
