task,id,panel_ordinal,route,q,threshold,fixed_C2C_ms,policy_ms,saving_ms,gold,fixed_C2C_answer,policy_answer,fixed_C2C_correct,policy_correct,accuracy_difference,fixed_C2C_invalid,policy_invalid,online_probe_ms,selector_ms,probe_selector_ms,first_formal_request_pair,fixed_record_key,policy_record_key
obqa,9-892,10,C,0.55,1.3113021850585938e-06,314.3175619188696,340.2851871214807,-25.96762520261109,C,B,B,0,0,0,False,False,25.996699929237366,0.0004100147634744644,25.99710994400084,False,obqa|9-892|fixed_C,obqa|9-892|policy_C
obqa,1683,11,R,0.55,1.3113021850585938e-06,363.409326877445,175.97259092144668,187.4367359559983,B,B,B,1,1,0,False,False,26.30476700142026,0.0003608874976634979,26.305127888917923,False,obqa|1683|fixed_C,obqa|1683|policy_C
obqa,11-744,12,C,0.55,1.3113021850585938e-06,339.3235229887068,365.46345008537173,-26.139927096664906,C,C,C,1,1,0,False,False,25.883586844429374,0.0003110617399215698,25.883897906169295,False,obqa|11-744|fixed_C,obqa|11-744|policy_C
obqa,12-428,13,R,0.55,1.3113021850585938e-06,265.4130409937352,77.22248695790768,188.19055403582752,B,A,A,0,0,0,False,False,25.87895793840289,0.0003711320459842682,25.879329070448875,False,obqa|12-428|fixed_C,obqa|12-428|policy_C
obqa,10-443,14,C,0.55,1.3113021850585938e-06,291.3246580865234,316.13413500599563,-24.809476919472218,A,B,B,0,0,0,False,False,26.2445081025362,0.0003611203283071518,26.24486922286451,False,obqa|10-443|fixed_C,obqa|10-443|policy_C
obqa,14-676,15,C,0.55,1.3113021850585938e-06,265.21859015338123,291.5612328797579,-26.342642726376653,B,A,A,0,0,0,False,False,26.112981140613556,0.0004109460860490799,26.113392086699605,False,obqa|14-676|fixed_C,obqa|14-676|policy_C
obqa,14-129,16,C,0.55,1.3113021850585938e-06,340.0038199033588,364.5161190070212,-24.51229910366237,D,C,C,0,0,0,False,False,25.869814911857247,0.0003611203283071518,25.870176032185555,False,obqa|14-129|fixed_C,obqa|14-129|policy_C
obqa,7-321,17,C,0.55,1.3113021850585938e-06,266.8272771406919,297.21419396810234,-30.38691682741046,C,C,C,1,1,0,False,False,25.880897184833884,0.0003608874976634979,25.881258072331548,False,obqa|7-321|fixed_C,obqa|7-321|policy_C
obqa,13-462,18,C,0.55,1.3113021850585938e-06,265.1725730393082,290.7830940093845,-25.610520970076323,D,D,D,1,1,0,False,False,26.150671998038888,0.0003511086106300354,26.151023106649518,False,obqa|13-462|fixed_C,obqa|13-462|policy_C
obqa,7-455,19,R,0.55,1.3113021850585938e-06,264.3053578212857,200.02755289897323,64.2778049223125,A,A,A,1,1,0,False,False,25.83358809351921,0.00036996789276599884,25.833958061411977,False,obqa|7-455|fixed_C,obqa|7-455|policy_C
obqa,10-677,20,C,0.55,1.3113021850585938e-06,364.86125690862536,390.90072899125516,-26.0394720826298,B,A,A,0,0,0,False,False,26.288861175999045,0.00035087577998638153,26.28921205177903,False,obqa|10-677|fixed_C,obqa|10-677|policy_C
obqa,13-944,21,C,0.55,1.3113021850585938e-06,314.6059699356556,340.3529250063002,-25.746955070644617,C,A,A,0,0,0,False,False,25.864155031740665,0.000341096892952919,25.86449612863362,False,obqa|13-944|fixed_C,obqa|13-944|policy_C
obqa,14-1171,22,C,0.55,1.3113021850585938e-06,314.0900519210845,339.9169759359211,-25.82692401483655,C,A,A,0,0,0,False,False,26.169957825914025,0.000341096892952919,26.17029892280698,False,obqa|14-1171|fixed_C,obqa|14-1171|policy_C
obqa,10-973,23,R,0.55,1.3113021850585938e-06,266.1142600700259,201.27625507302582,64.8380049970001,C,C,C,1,1,0,False,False,26.2256630230695,0.0003809109330177307,26.22604393400252,False,obqa|10-973|fixed_C,obqa|10-973|policy_C
obqa,14-109,24,C,0.55,1.3113021850585938e-06,266.69008983299136,291.5634361561388,-24.873346323147416,C,A,A,0,0,0,False,False,26.10859298147261,0.00034994445741176605,26.108942925930023,False,obqa|14-109|fixed_C,obqa|14-109|policy_C
obqa,13-42,25,C,0.55,1.3113021850585938e-06,265.3651258442551,290.9478018991649,-25.582676054909825,D,B,B,0,0,0,False,False,25.90188500471413,0.0003511086106300354,25.90223611332476,False,obqa|13-42|fixed_C,obqa|13-42|policy_C
obqa,10-702,26,C,0.55,1.3113021850585938e-06,413.08247903361917,440.34930295310915,-27.26682391948998,D,A,A,0,0,0,False,False,26.461425004526973,0.00033085234463214874,26.461755856871605,False,obqa|10-702|fixed_C,obqa|10-702|policy_C
obqa,14-1445,27,C,0.55,1.3113021850585938e-06,314.6773630287498,340.38722794502974,-25.709864916279912,B,A,A,0,0,0,False,False,25.918545899912715,0.0003809109330177307,25.918926810845733,False,obqa|14-1445|fixed_C,obqa|14-1445|policy_C
obqa,7-1076,28,C,0.55,1.3113021850585938e-06,265.22208703681827,292.39213978871703,-27.170052751898766,B,B,B,1,1,0,False,False,26.218137936666608,0.0003611203283071518,26.218499056994915,False,obqa|7-1076|fixed_C,obqa|7-1076|policy_C
obqa,7-26,29,R,0.55,1.3113021850585938e-06,264.4675620831549,199.38919600099325,65.07836608216166,D,D,D,1,1,0,False,False,26.04164695367217,0.00034086406230926514,26.04198781773448,False,obqa|7-26|fixed_C,obqa|7-26|policy_C
obqa,12-1083,30,R,0.55,1.3113021850585938e-06,365.74986297637224,201.50869200006127,164.24117097631097,D,D,D,1,1,0,False,False,26.16026997566223,0.0004200264811515808,26.160690002143383,False,obqa|12-1083|fixed_C,obqa|12-1083|policy_C
obqa,12-105,31,C,0.55,1.3113021850585938e-06,264.4509819801897,290.9270639065653,-26.476081926375628,D,B,B,0,0,0,False,False,25.950976880267262,0.0003909226506948471,25.951367802917957,False,obqa|12-105|fixed_C,obqa|12-105|policy_C
obqa,1341,32,R,0.55,1.3113021850585938e-06,264.905353076756,200.78648789785802,64.11886517889798,B,B,B,1,1,0,False,False,26.017341995611787,0.0003611203283071518,26.017703115940094,False,obqa|1341|fixed_C,obqa|1341|policy_C
obqa,14-671,33,C,0.55,1.3113021850585938e-06,268.6185771599412,290.16118706203997,-21.542609902098775,C,C,C,1,1,0,False,False,26.144990930333734,0.00040116719901561737,26.14539209753275,False,obqa|14-671|fixed_C,obqa|14-671|policy_C
obqa,11-176,34,R,0.55,1.3113021850585938e-06,266.5604669600725,208.66115484386683,57.89931211620569,C,C,C,1,1,0,False,False,28.98196200840175,0.0005408655852079391,28.98250287398696,False,obqa|11-176|fixed_C,obqa|11-176|policy_C
obqa,9-695,35,R,0.55,1.3113021850585938e-06,347.9365559760481,254.2401219252497,93.69643405079842,A,B,B,0,0,0,False,False,26.54425916261971,0.00045099295675754547,26.544710155576468,False,obqa|9-695|fixed_C,obqa|9-695|policy_C
obqa,9-985,36,R,0.55,1.3113021850585938e-06,271.08505298383534,203.13169504515827,67.95335793867707,D,A,A,0,0,0,False,False,26.37183596380055,0.0003811437636613846,26.37221710756421,False,obqa|9-985|fixed_C,obqa|9-985|policy_C
obqa,14-61,37,C,0.55,1.3113021850585938e-06,346.7993540689349,373.1552998069674,-26.35594573803246,D,D,D,1,1,0,False,False,26.438351022079587,0.0003809109330177307,26.438731933012605,False,obqa|14-61|fixed_C,obqa|14-61|policy_C
obqa,10-823,38,R,0.55,1.3113021850585938e-06,371.4820728637278,203.57847400009632,167.9035988636315,D,D,D,1,1,0,False,False,26.530614821240306,0.0003702007234096527,26.530985021963716,False,obqa|10-823|fixed_C,obqa|10-823|policy_C
obqa,1851,39,R,0.55,1.3113021850585938e-06,270.922688068822,78.66726000793278,192.25542806088924,A,A,A,1,1,0,False,False,26.58903389237821,0.0004209578037261963,26.589454850181937,False,obqa|1851|fixed_C,obqa|1851|policy_C
obqa,9-844,40,R,0.55,1.3113021850585938e-06,269.8514689691365,201.93807710893452,67.91339186020195,C,C,C,1,1,0,False,False,26.816721074283123,0.00037997961044311523,26.817101053893566,False,obqa|9-844|fixed_C,obqa|9-844|policy_C
obqa,1655,41,R,0.55,1.3113021850585938e-06,271.3252620305866,78.07180285453796,193.25345917604864,C,C,C,1,1,0,False,False,26.314609916880727,0.0003310851752758026,26.314941002056003,False,obqa|1655|fixed_C,obqa|1655|policy_C
obqa,383,42,R,0.55,1.3113021850585938e-06,320.1893409714103,78.43551505357027,241.75382591784,D,D,D,1,1,0,False,False,26.489177020266652,0.0004209578037261963,26.48959797807038,False,obqa|383|fixed_C,obqa|383|policy_C
obqa,919,43,C,0.55,1.3113021850585938e-06,268.54240405373275,296.654773876071,-28.112369822338223,B,D,D,0,0,0,False,False,26.314349146559834,0.00035087577998638153,26.31470002233982,False,obqa|919|fixed_C,obqa|919|policy_C
obqa,14-45,44,R,0.55,1.3113021850585938e-06,346.0548489820212,203.23180314153433,142.82304584048688,C,C,C,1,1,0,False,False,26.384430937469006,0.00037997961044311523,26.38481091707945,False,obqa|14-45|fixed_C,obqa|14-45|policy_C
obqa,11-131,45,R,0.55,1.3113021850585938e-06,270.80363500863314,203.56284407898784,67.2407909296453,B,B,B,1,1,0,False,False,26.60154807381332,0.0003909226506948471,26.601938996464014,False,obqa|11-131|fixed_C,obqa|11-131|policy_C
obqa,11-559,46,R,0.55,1.3113021850585938e-06,342.44558890350163,202.99630099907517,139.44928790442646,D,D,D,1,1,0,False,False,26.005159132182598,0.00033085234463214874,26.00548998452723,False,obqa|11-559|fixed_C,obqa|11-559|policy_C
obqa,12-1066,47,C,0.55,1.3113021850585938e-06,269.6942340116948,295.6499899737537,-25.955755962058902,C,B,B,0,0,0,False,False,26.454360922798514,0.0003909226506948471,26.45475184544921,False,obqa|12-1066|fixed_C,obqa|12-1066|policy_C
obqa,14-1299,48,C,0.55,1.3113021850585938e-06,286.8292289786041,294.54967682249844,-7.7204478438943624,A,A,A,1,1,0,False,False,26.422180933877826,0.0003608874976634979,26.42254182137549,False,obqa|14-1299|fixed_C,obqa|14-1299|policy_C
obqa,11-240,49,R,0.55,1.3113021850585938e-06,366.7557891458273,202.34844600781798,164.4073431380093,D,D,D,1,1,0,False,False,26.399748865514994,0.0003210734575986862,26.400069938972592,False,obqa|11-240|fixed_C,obqa|11-240|policy_C
obqa,14-491,50,R,0.55,1.3113021850585938e-06,267.6670430228114,200.2866491675377,67.38039385527372,B,B,B,1,1,0,False,False,26.060452917590737,0.000391155481338501,26.060844073072076,False,obqa|14-491|fixed_C,obqa|14-491|policy_C
obqa,10-916,51,R,0.55,1.3113021850585938e-06,342.1699427999556,201.18252001702785,140.98742278292775,A,D,D,0,0,0,False,False,26.67620708234608,0.00034086406230926514,26.67654794640839,False,obqa|10-916|fixed_C,obqa|10-916|policy_C
obqa,9-1064,52,R,0.55,1.3113021850585938e-06,340.48791811801493,199.9985589645803,140.48935915343463,D,D,D,1,1,0,False,False,25.999017991125584,0.0004400499165058136,25.99945804104209,False,obqa|9-1064|fixed_C,obqa|9-1064|policy_C
obqa,14-223,53,C,0.55,1.3113021850585938e-06,341.04551281780005,368.09226498007774,-27.0467521622777,B,B,B,1,1,0,False,False,26.184926042333245,0.0003708992153406143,26.185296941548586,False,obqa|14-223|fixed_C,obqa|14-223|policy_C
obqa,11-141,54,R,0.55,1.3113021850585938e-06,266.9194000773132,200.45778108760715,66.46161898970604,A,A,A,1,1,0,False,False,26.061614975333214,0.00041117891669273376,26.062026154249907,False,obqa|11-141|fixed_C,obqa|11-141|policy_C
obqa,10-347,55,C,0.55,1.3113021850585938e-06,266.2749120499939,292.17974306084216,-25.904831010848284,C,A,A,0,0,0,False,False,25.9812839794904,0.00034994445741176605,25.98163392394781,False,obqa|10-347|fixed_C,obqa|10-347|policy_C
obqa,12-306,56,C,0.55,1.3113021850585938e-06,315.8004800789058,341.8384110555053,-26.037930976599455,D,D,D,1,1,0,False,False,26.020086836069822,0.0003611203283071518,26.02044795639813,False,obqa|12-306|fixed_C,obqa|12-306|policy_C
obqa,13-71,57,R,0.55,1.3113021850585938e-06,340.6962479930371,199.4953048415482,141.2009431514889,A,A,A,1,1,0,False,False,25.924547808244824,0.00043120235204696655,25.92497901059687,False,obqa|13-71|fixed_C,obqa|13-71|policy_C
obqa,10-415,58,R,0.55,1.3113021850585938e-06,265.3528719674796,201.6859338618815,63.66693810559809,B,A,A,0,0,0,False,False,26.429855963215232,0.0003511086106300354,26.430207071825862,False,obqa|10-415|fixed_C,obqa|10-415|policy_C
obqa,10-184,59,C,0.55,1.3113021850585938e-06,366.1731469910592,392.31753698550165,-26.144389994442463,C,C,C,1,1,0,False,False,26.138599030673504,0.0003511086106300354,26.138950139284134,False,obqa|10-184|fixed_C,obqa|10-184|policy_C
obqa,11-57,60,C,0.55,1.3113021850585938e-06,341.6862350422889,366.7724209371954,-25.08618589490652,A,INVALID,INVALID,0,0,0,True,True,26.035957038402557,0.00035087577998638153,26.036307914182544,False,obqa|11-57|fixed_C,obqa|11-57|policy_C
obqa,11-747,61,C,0.55,1.3113021850585938e-06,340.86766885593534,366.6981919668615,-25.83052311092615,D,D,D,1,1,0,False,False,26.026759995147586,0.00036996789276599884,26.027129963040352,False,obqa|11-747|fixed_C,obqa|11-747|policy_C
obqa,12-1159,62,C,0.55,1.3113021850585938e-06,340.33795702271163,367.20790690742433,-26.869949884712696,A,A,A,1,1,0,False,False,25.93032899312675,0.000341096892952919,25.930670090019703,False,obqa|12-1159|fixed_C,obqa|12-1159|policy_C
obqa,14-595,63,C,0.55,1.3113021850585938e-06,339.2162329982966,368.2161478791386,-28.99991488084197,D,D,D,1,1,0,False,False,26.0644000954926,0.0003809109330177307,26.06478100642562,False,obqa|14-595|fixed_C,obqa|14-595|policy_C
obqa,10-58,64,C,0.55,1.3113021850585938e-06,266.9697939418256,292.88941412232816,-25.919620180502534,A,A,A,1,1,0,False,False,26.025847997516394,0.0003611203283071518,26.0262091178447,False,obqa|10-58|fixed_C,obqa|10-58|policy_C
obqa,9-400,65,R,0.55,1.3113021850585938e-06,514.5475419703871,324.40042798407376,190.14711398631334,B,B,B,1,1,0,False,False,26.29975089803338,0.0003611203283071518,26.300112018361688,False,obqa|9-400|fixed_C,obqa|9-400|policy_C
obqa,11-666,66,C,0.55,1.3113021850585938e-06,440.51829096861184,466.74756007269025,-26.229269104078412,B,D,D,0,0,0,False,False,25.94383410178125,0.00037997961044311523,25.944214081391692,False,obqa|11-666|fixed_C,obqa|11-666|policy_C
obqa,8-323,67,C,0.55,1.3113021850585938e-06,429.61517395451665,443.31976491957903,-13.70459096506238,D,D,D,1,1,0,False,False,26.23165398836136,0.0003711320459842682,26.232025120407343,False,obqa|8-323|fixed_C,obqa|8-323|policy_C
obqa,14-948,68,R,0.55,1.3113021850585938e-06,346.53867478482425,202.06907205283642,144.46960273198783,B,B,B,1,1,0,False,False,26.34847303852439,0.00032014213502407074,26.348793180659413,False,obqa|14-948|fixed_C,obqa|14-948|policy_C
obqa,11-693,69,C,0.55,1.3113021850585938e-06,318.5932768974453,344.5360898040235,-25.942812906578183,B,B,B,1,1,0,False,False,26.15745412185788,0.00034086406230926514,26.15779498592019,False,obqa|11-693|fixed_C,obqa|11-693|policy_C
obqa,10-741,70,C,0.55,1.3113021850585938e-06,267.73542002774775,294.15983613580465,-26.424416108056903,A,A,A,1,1,0,False,False,26.267109904438257,0.0003110617399215698,26.26742096617818,False,obqa|10-741|fixed_C,obqa|10-741|policy_C
obqa,7-647,71,R,0.55,1.3113021850585938e-06,267.32955989427865,201.40461693517864,65.92494295910001,A,A,A,1,1,0,False,False,26.259767124429345,0.0004109460860490799,26.260178070515394,False,obqa|7-647|fixed_C,obqa|7-647|policy_C
obqa,7-104,72,C,0.55,1.3113021850585938e-06,268.1033299304545,294.6700321044773,-26.566702174022794,A,A,A,1,1,0,False,False,26.367628946900368,0.0003909226506948471,26.368019869551063,False,obqa|7-104|fixed_C,obqa|7-104|policy_C
obqa,12-645,73,C,0.55,1.3113021850585938e-06,283.59607490710914,293.8972341362387,-10.301159229129553,B,C,C,0,0,0,False,False,26.23150311410427,0.00035087577998638153,26.231853989884257,False,obqa|12-645|fixed_C,obqa|12-645|policy_C
obqa,10-1035,74,C,0.55,1.3113021850585938e-06,267.0300679747015,294.12702401168644,-27.09695603698492,A,A,A,1,1,0,False,False,26.06375887989998,0.00032992102205753326,26.064088800922036,False,obqa|10-1035|fixed_C,obqa|10-1035|policy_C
obqa,241,75,R,0.55,1.3113021850585938e-06,318.41933098621666,226.31141496822238,92.10791601799428,B,B,B,1,1,0,False,False,26.141365058720112,0.0004009343683719635,26.141765993088484,False,obqa|241|fixed_C,obqa|241|policy_C
obqa,10-783,76,R,0.55,1.3113021850585938e-06,267.7948619239032,201.86497014947236,65.92989177443087,C,C,C,1,1,0,False,False,26.22068300843239,0.0003708992153406143,26.22105390764773,False,obqa|10-783|fixed_C,obqa|10-783|policy_C
obqa,9-795,77,C,0.55,1.3113021850585938e-06,317.7755940705538,342.881266027689,-25.1056719571352,B,B,B,1,1,0,False,False,26.277869939804077,0.0003310851752758026,26.278201024979353,False,obqa|9-795|fixed_C,obqa|9-795|policy_C
obqa,14-757,78,R,0.55,1.3113021850585938e-06,267.57335709407926,200.8374019060284,66.73595518805087,D,D,D,1,1,0,False,False,26.104395976290107,0.0004009343683719635,26.10479691065848,False,obqa|14-757|fixed_C,obqa|14-757|policy_C
obqa,9-1040,79,R,0.55,1.3113021850585938e-06,316.9129858724773,127.11950507946312,189.79348079301417,B,B,B,1,1,0,False,False,26.177522027865052,0.00032014213502407074,26.177842170000076,False,obqa|9-1040|fixed_C,obqa|9-1040|policy_C
obqa,10-580,80,C,0.55,1.3113021850585938e-06,267.4399868119508,293.809728929773,-26.36974211782217,C,C,C,1,1,0,False,False,26.197851169854403,0.0003809109330177307,26.19823208078742,False,obqa|10-580|fixed_C,obqa|10-580|policy_C
obqa,10-681,81,R,0.55,1.3113021850585938e-06,341.5483171120286,151.84467402286828,189.70364308916032,D,D,D,1,1,0,False,False,26.470171054825187,0.0003608874976634979,26.47053194232285,False,obqa|10-681|fixed_C,obqa|10-681|policy_C
obqa,14-1004,82,C,0.55,1.3113021850585938e-06,343.0537290405482,392.6772619597614,-49.623532919213176,A,INVALID,INVALID,0,0,0,True,True,26.177633088082075,0.0002798624336719513,26.177912950515747,False,obqa|14-1004|fixed_C,obqa|14-1004|policy_C
obqa,14-456,83,R,0.55,1.3113021850585938e-06,342.24029490724206,250.5694490391761,91.67084586806595,C,C,C,1,1,0,False,False,25.942291133105755,0.0004209578037261963,25.94271209090948,False,obqa|14-456|fixed_C,obqa|14-456|policy_C
obqa,9-1036,84,R,0.55,1.3113021850585938e-06,268.53063190355897,202.11425703018904,66.41637487336993,D,D,D,1,1,0,False,False,26.446697069332004,0.00035995617508888245,26.447057025507092,False,obqa|9-1036|fixed_C,obqa|9-1036|policy_C
obqa,11-737,85,C,0.55,1.3113021850585938e-06,345.5641169566661,374.09168714657426,-28.527570189908147,B,B,B,1,1,0,False,False,26.14551200531423,0.0003809109330177307,26.14589291624725,False,obqa|11-737|fixed_C,obqa|11-737|policy_C
obqa,12-541,86,R,0.55,1.3113021850585938e-06,267.02753198333085,201.2322130613029,65.79531892202795,A,A,A,1,1,0,False,False,26.267730863764882,0.0003611203283071518,26.26809198409319,False,obqa|12-541|fixed_C,obqa|12-541|policy_C
obqa,13-286,87,R,0.55,1.3113021850585938e-06,267.32794591225684,151.86254680156708,115.46539911068976,D,C,C,0,0,0,False,False,26.14759700372815,0.00038999132812023163,26.14798699505627,False,obqa|13-286|fixed_C,obqa|13-286|policy_C
obqa,1894,88,R,0.55,1.3113021850585938e-06,519.2702300846577,201.9107360392809,317.3594940453768,A,A,A,1,1,0,False,False,26.28256008028984,0.00037997961044311523,26.282940059900284,False,obqa|1894|fixed_C,obqa|1894|policy_C
obqa,1046,89,R,0.55,1.3113021850585938e-06,271.75748301669955,77.70743896253407,194.05004405416548,A,A,A,1,1,0,False,False,26.271309005096555,0.000400003045797348,26.271709008142352,False,obqa|1046|fixed_C,obqa|1046|policy_C
obqa,7-229,90,C,0.55,1.3113021850585938e-06,268.8147940207273,294.5215650834143,-25.70677106268704,A,A,A,1,1,0,False,False,26.743784081190825,0.0003608874976634979,26.744144968688488,False,obqa|7-229|fixed_C,obqa|7-229|policy_C
obqa,12-401,91,R,0.55,1.3113021850585938e-06,300.996758043766,203.15555995330215,97.84119809046388,B,B,B,1,1,0,False,False,26.613821042701602,0.0003608874976634979,26.614181930199265,False,obqa|12-401|fixed_C,obqa|12-401|policy_C
obqa,12-914,92,C,0.55,1.3113021850585938e-06,397.6248998660594,418.5278210788965,-20.9029212128371,C,C,C,1,1,0,False,False,26.42658888362348,0.0003511086106300354,26.42693999223411,False,obqa|12-914|fixed_C,obqa|12-914|policy_C
obqa,11-430,93,R,0.55,1.3113021850585938e-06,266.52151392772794,200.19010896794498,66.33140495978296,B,B,B,1,1,0,False,False,25.981815066188574,0.0003708992153406143,25.982185965403914,False,obqa|11-430|fixed_C,obqa|11-430|policy_C
obqa,13-460,94,R,0.55,1.3113021850585938e-06,365.4026919975877,200.40730712935328,164.9953848682344,B,B,B,1,1,0,False,False,26.186829898506403,0.00033015385270118713,26.187160052359104,False,obqa|13-460|fixed_C,obqa|13-460|policy_C
obqa,11-629,95,R,0.55,1.3113021850585938e-06,266.86151209287345,199.9860960058868,66.87541608698666,D,B,D,0,1,1,False,False,26.10844187438488,0.0004309695214033127,26.108872843906283,False,obqa|11-629|fixed_C,obqa|11-629|policy_C
obqa,13-516,96,C,0.55,1.3113021850585938e-06,266.8969379737973,292.2985260374844,-25.401588063687086,B,B,B,1,1,0,False,False,26.1784540489316,0.0003809109330177307,26.178834959864616,False,obqa|13-516|fixed_C,obqa|13-516|policy_C
obqa,10-176,97,R,0.55,1.3113021850585938e-06,316.1793500185013,200.17744414508343,116.00190587341785,B,B,B,1,1,0,False,False,26.083295000717044,0.0003611203283071518,26.08365612104535,False,obqa|10-176|fixed_C,obqa|10-176|policy_C
obqa,12-116,98,C,0.55,1.3113021850585938e-06,267.1680860221386,292.6046699285507,-25.436583906412125,C,C,C,1,1,0,False,False,26.24931698665023,0.00037997961044311523,26.24969696626067,False,obqa|12-116|fixed_C,obqa|12-116|policy_C
obqa,11-694,99,C,0.55,1.3113021850585938e-06,316.04265491478145,342.1553249936551,-26.112670078873634,A,A,A,1,1,0,False,False,26.21147595345974,0.0004109460860490799,26.21188689954579,False,obqa|11-694|fixed_C,obqa|11-694|policy_C
obqa,8-133,100,C,0.55,1.3113021850585938e-06,392.1726949047297,417.8703879006207,-25.697692995890975,A,A,A,1,1,0,False,False,26.250308845192194,0.00035995617508888245,26.250668801367283,False,obqa|8-133|fixed_C,obqa|8-133|policy_C
obqa,10-959,101,R,0.55,1.3113021850585938e-06,365.69927795790136,200.52242185920477,165.1768560986966,B,B,B,1,1,0,False,False,26.002964936196804,0.000391155481338501,26.003356091678143,False,obqa|10-959|fixed_C,obqa|10-959|policy_C
obqa,14-1056,102,R,0.55,1.3113021850585938e-06,325.0361802056432,203.68442218750715,121.35175801813602,C,C,C,1,1,0,False,False,27.645636117085814,0.0008309725672006607,27.646467089653015,False,obqa|14-1056|fixed_C,obqa|14-1056|policy_C
obqa,10-380,103,R,0.55,1.3113021850585938e-06,420.40646402165294,201.28666516393423,219.1197988577187,D,D,D,1,1,0,False,False,26.249486953020096,0.0004209578037261963,26.249907910823822,False,obqa|10-380|fixed_C,obqa|10-380|policy_C
obqa,11-523,104,R,0.55,1.3113021850585938e-06,318.26815684325993,201.25744002871215,117.01071681454778,C,B,B,0,0,0,False,False,26.26318298280239,0.0004009343683719635,26.263583917170763,False,obqa|11-523|fixed_C,obqa|11-523|policy_C
obqa,12-352,105,R,0.55,1.3113021850585938e-06,267.1696289908141,201.04373898357153,66.12589000724256,C,C,C,1,1,0,False,False,26.104215066879988,0.00034994445741176605,26.1045650113374,False,obqa|12-352|fixed_C,obqa|12-352|policy_C
obqa,14-754,106,R,0.55,1.3113021850585938e-06,292.12940693832934,200.68437582813203,91.4450311101973,D,D,D,1,1,0,False,False,26.047388091683388,0.0003809109330177307,26.047769002616405,False,obqa|14-754|fixed_C,obqa|14-754|policy_C
obqa,12-1046,107,R,0.55,1.3113021850585938e-06,316.8143010698259,77.337825903669,239.4764751661569,D,A,A,0,0,0,False,False,26.032509980723262,0.0003511086106300354,26.032861089333892,False,obqa|12-1046|fixed_C,obqa|12-1046|policy_C
obqa,11-442,108,C,0.55,1.3113021850585938e-06,266.8895828537643,293.15041308291256,-26.26083022914827,D,A,A,0,0,0,False,False,26.146834949031472,0.00035087577998638153,26.14718582481146,False,obqa|11-442|fixed_C,obqa|11-442|policy_C
obqa,11-564,109,R,0.55,1.3113021850585938e-06,217.85707003436983,201.13645284436643,16.720617190003395,D,D,D,1,1,0,False,False,26.097672060132027,0.0004009343683719635,26.0980729945004,False,obqa|11-564|fixed_C,obqa|11-564|policy_C
