reference,resample,mean_saving_ms,seed,N
Text,597,267.0513234934333,0,128
Text,598,270.1606704213191,0,128
Text,599,266.62700869746914,0,128
Text,600,320.9668866111315,0,128
Text,601,206.21841659522033,0,128
Text,602,232.39421673679317,0,128
Text,603,233.7047880027967,0,128
Text,604,302.9398800263152,0,128
Text,605,257.7973228708288,0,128
Text,606,310.8605243596685,0,128
Text,607,268.39522378941183,0,128
Text,608,233.98602276938618,0,128
Text,609,241.44469290331472,0,128
Text,610,202.74056544803898,0,128
Text,611,240.65675445126544,0,128
Text,612,249.93667923627072,0,128
Text,613,254.58456781780114,0,128
Text,614,249.8558473871526,0,128
Text,615,234.63437549435184,0,128
Text,616,268.142193195672,0,128
Text,617,295.85941842378816,0,128
Text,618,284.6838109635428,0,128
Text,619,199.78005277698685,0,128
Text,620,249.60883546737023,0,128
Text,621,257.29386458260706,0,128
Text,622,252.7039223969041,0,128
Text,623,244.97528929896362,0,128
Text,624,240.62180242799514,0,128
Text,625,227.66178220445,0,128
Text,626,240.83893306851678,0,128
Text,627,276.0117496509338,0,128
Text,628,268.3603109817341,0,128
Text,629,271.1519315434998,0,128
Text,630,272.80552609045117,0,128
Text,631,201.14575392290135,0,128
Text,632,257.5529345522227,0,128
Text,633,235.5918917382951,0,128
Text,634,271.32428350705595,0,128
Text,635,217.3720377140853,0,128
Text,636,212.04382241012354,0,128
Text,637,302.3907423248602,0,128
Text,638,288.3263945750514,0,128
Text,639,278.16167338642117,0,128
Text,640,267.02083689087885,0,128
Text,641,304.7341251876787,0,128
Text,642,295.8938772571855,0,128
Text,643,238.4297845474066,0,128
Text,644,246.93048287190322,0,128
Text,645,283.65792820841307,0,128
Text,646,227.13436874801118,0,128
Text,647,197.18418720185582,0,128
Text,648,253.06642665964318,0,128
Text,649,252.74108060875733,0,128
Text,650,247.5706068053114,0,128
Text,651,245.78770476728096,0,128
Text,652,296.4335864598979,0,128
Text,653,300.7658413353056,0,128
Text,654,299.60090388522076,0,128
Text,655,260.18572034263343,0,128
Text,656,244.3233602843975,0,128
Text,657,263.9771900521737,0,128
Text,658,267.2512556782749,0,128
Text,659,239.39610767411068,0,128
Text,660,238.25197150836175,0,128
Text,661,284.538493187938,0,128
Text,662,321.1601316033921,0,128
Text,663,232.9947843300033,0,128
Text,664,329.49115152041486,0,128
Text,665,297.9573496268131,0,128
Text,666,209.62328005043673,0,128
Text,667,262.49152258606046,0,128
Text,668,313.8797620722471,0,128
Text,669,214.14559602817462,0,128
Text,670,217.25782352223177,0,128
Text,671,258.974473536,0,128
Text,672,265.10283056450135,0,128
Text,673,349.38072536351683,0,128
Text,674,275.5898817013076,0,128
Text,675,261.4704436618922,0,128
Text,676,252.02291305322433,0,128
Text,677,261.15564367319166,0,128
Text,678,233.36743667277915,0,128
Text,679,224.2917015646526,0,128
Text,680,273.19974763304344,0,128
Text,681,244.71329895823146,0,128
Text,682,301.2662247510889,0,128
Text,683,327.04376356923603,0,128
Text,684,210.64423967982293,0,128
Text,685,317.81729300018924,0,128
Text,686,312.95285539817996,0,128
Text,687,251.51712312617747,0,128
Text,688,250.74281694287492,0,128
Text,689,263.4459849778068,0,128
Text,690,246.55925836486858,0,128
Text,691,209.78331847072695,0,128
Text,692,278.09701752266847,0,128
Text,693,299.58281134895515,0,128
Text,694,322.2473483892827,0,128
Text,695,274.8581236355676,0,128
Text,696,271.4208462002716,0,128
Text,697,277.26545368022926,0,128
Text,698,217.8004843299277,0,128
Text,699,334.39134273066884,0,128
Text,700,255.2985236470704,0,128
Text,701,248.07077380319242,0,128
Text,702,243.02490161971946,0,128
Text,703,311.12794905129704,0,128
Text,704,237.66820444689074,0,128
Text,705,290.0444349306781,0,128
Text,706,271.8558745691553,0,128
Text,707,277.8069651049009,0,128
Text,708,272.0875473769411,0,128
Text,709,220.51186581484217,0,128
Text,710,313.6729281031876,0,128
Text,711,293.58048434369266,0,128
Text,712,281.88630975455453,0,128
Text,713,234.60832971431955,0,128
Text,714,285.7428330771654,0,128
Text,715,208.5003876254632,0,128
Text,716,237.0469233737822,0,128
Text,717,232.48773782870558,0,128
Text,718,253.46676308072347,0,128
Text,719,218.08713500286103,0,128
Text,720,205.56044167096843,0,128
Text,721,233.69776474282844,0,128
Text,722,308.790226767087,0,128
Text,723,218.5350721829309,0,128
Text,724,261.69212482272997,0,128
Text,725,263.82276327603904,0,128
Text,726,281.5338706586772,0,128
Text,727,283.06058369526,0,128
Text,728,283.24800769769354,0,128
Text,729,227.43279909627745,0,128
Text,730,258.7744615666452,0,128
Text,731,299.31575202681415,0,128
Text,732,191.7054059322254,0,128
Text,733,331.3811362240813,0,128
Text,734,236.83801302831853,0,128
Text,735,294.4681960707385,0,128
Text,736,301.0871082533413,0,128
Text,737,255.32325183485227,0,128
Text,738,271.22535703711037,0,128
Text,739,284.02143985840667,0,128
Text,740,195.0935536351608,0,128
Text,741,223.84299627083237,0,128
Text,742,271.78576568076096,0,128
Text,743,229.82816628427827,0,128
Text,744,230.3778616769705,0,128
Text,745,235.87241011409787,0,128
Text,746,253.20857525184692,0,128
Text,747,235.33098462394264,0,128
Text,748,302.2786573328631,0,128
Text,749,245.10761953570182,0,128
Text,750,231.9937090123858,0,128
Text,751,221.39346839139762,0,128
Text,752,378.39124972560967,0,128
Text,753,236.420149629339,0,128
Text,754,367.9166017227544,0,128
Text,755,203.65572502851137,0,128
Text,756,274.9224762810627,0,128
Text,757,277.11023638585175,0,128
Text,758,259.239150896974,0,128
Text,759,338.8174949977838,0,128
Text,760,246.57672381181328,0,128
Text,761,297.5812786298775,0,128
Text,762,290.6701334177342,0,128
Text,763,222.57264302425028,0,128
Text,764,188.17806200786436,0,128
Text,765,264.89561135531403,0,128
Text,766,303.2999083479808,0,128
Text,767,267.36817176242766,0,128
Text,768,249.75954070760054,0,128
Text,769,250.08876356150722,0,128
Text,770,254.4734524017258,0,128
Text,771,238.16114745022787,0,128
Text,772,258.2692648193188,0,128
Text,773,212.1178485267592,0,128
Text,774,262.3388437768881,0,128
Text,775,326.3745719395956,0,128
Text,776,267.2321045120043,0,128
Text,777,239.5132594901952,0,128
Text,778,253.10919444200408,0,128
Text,779,260.52480640828435,0,128
Text,780,265.5098732575425,0,128
Text,781,284.0533416128892,0,128
Text,782,301.8184123957326,0,128
Text,783,234.55777936942468,0,128
Text,784,318.60122108810174,0,128
Text,785,232.49414379461086,0,128
Text,786,267.55868940017535,0,128
Text,787,238.5802352328028,0,128
Text,788,235.32999635426677,0,128
Text,789,197.80708106009115,0,128
Text,790,216.32491476702853,0,128
Text,791,217.84074083188898,0,128
Text,792,299.51165132843016,0,128
Text,793,215.95561325375456,0,128
Text,794,245.89210362864833,0,128
Text,795,236.8708986632555,0,128
Text,796,308.72638973050925,0,128
Text,797,236.02631144422048,0,128
Text,798,241.3985518815025,0,128
Text,799,214.76860980328638,0,128
Text,800,253.56096920768323,0,128
Text,801,221.85183101282746,0,128
Text,802,323.1325717188156,0,128
Text,803,389.8416105857905,0,128
Text,804,261.89043215890706,0,128
Text,805,302.07777573559724,0,128
Text,806,241.19566043191298,0,128
Text,807,277.8734786515997,0,128
Text,808,280.37694131307944,0,128
Text,809,258.5908904675307,0,128
Text,810,268.5526563163876,0,128
Text,811,228.79576574632665,0,128
Text,812,290.6807785821002,0,128
Text,813,231.5353878766473,0,128
Text,814,269.3928587832488,0,128
Text,815,296.9564524355519,0,128
Text,816,229.64219809909991,0,128
Text,817,282.58882235786587,0,128
Text,818,298.81801273222663,0,128
Text,819,342.4615517633356,0,128
Text,820,269.18127530734637,0,128
Text,821,228.3518614622153,0,128
Text,822,271.10189790801087,0,128
