path,category,N_fit,N_cal,cal_disagreements,cal_dis_rate,N_dev,q,cal_n,cal_k,cal_p,dev_coverage,dev_n,dev_k,dev_rate,dev_CP_lo,dev_CP_hi,q_delta_over_14,min_p,min_p_q,min_p_n,min_p_k,label,cal_n_delta_over_14,cal_k_delta_over_14,cal_p_delta_over_14,dev_coverage_delta_over_14,dev_n_delta_over_14,dev_k_delta_over_14,dev_rate_delta_over_14,dev_CP_lo_delta_over_14,dev_CP_hi_delta_over_14
Text,philosophy,128,257,48,0.1867704280155642,113,fallback,,,,,,,,,,fallback,0.10997048463526919,0.3,74,1,"POST-HOC descriptive re-analysis (E17, PREREG.md); does not change any deployed policy",,,,,,,,,
Text,physics,334,667,157,0.2353823088455772,293,fallback,,,,,,,,,,fallback,0.0030392568040834528,0.15,113,0,"POST-HOC descriptive re-analysis (E17, PREREG.md); does not change any deployed policy",,,,,,,,,
Text,psychology,205,410,58,0.14146341463414633,181,fallback,,,,,,,,,,fallback,0.0032704338750437307,0.05,192,2,"POST-HOC descriptive re-analysis (E17, PREREG.md); does not change any deployed policy",,,,,,,,,
C2C,biology,163,327,48,0.14678899082568808,144,fallback,,,,,,,,,,fallback,0.014172510271168472,0.55,188,3,"POST-HOC descriptive re-analysis (E17, PREREG.md); does not change any deployed policy",,,,,,,,,
C2C,business,201,401,155,0.3865336658354115,177,fallback,,,,,,,,,,fallback,0.017384604615803836,0.15,79,0,"POST-HOC descriptive re-analysis (E17, PREREG.md); does not change any deployed policy",,,,,,,,,
C2C,chemistry,292,583,279,0.47855917667238423,257,fallback,,,,,,,,,,fallback,0.37347432738376696,0.1,64,2,"POST-HOC descriptive re-analysis (E17, PREREG.md); does not change any deployed policy",,,,,,,,,
C2C,computer science,105,211,55,0.26066350710900477,93,fallback,,,,,,,,,,fallback,0.03752413921111614,0.35,64,0,"POST-HOC descriptive re-analysis (E17, PREREG.md); does not change any deployed policy",,,,,,,,,
C2C,economics,216,432,60,0.1388888888888889,190,fallback,,,,,,,,,,fallback,0.0015673993777189374,0.55,245,3,"POST-HOC descriptive re-analysis (E17, PREREG.md); does not change any deployed policy",,,,,,,,,
C2C,engineering,250,499,207,0.4148296593186373,220,fallback,,,,,,,,,,fallback,0.027583690436775065,0.1,70,0,"POST-HOC descriptive re-analysis (E17, PREREG.md); does not change any deployed policy",,,,,,,,,
C2C,health,176,352,67,0.1903409090909091,155,0.45,151,0,0.0004327772257594776,0.4774193548387097,74,0,0.0,0.0,0.04862761623798952,fallback,0.0004327772257594776,0.45,151,0,"POST-HOC descriptive re-analysis (E17, PREREG.md); does not change any deployed policy",,,,,,,,,
C2C,history,98,197,28,0.14213197969543148,86,fallback,,,,,,,,,,fallback,0.005076113740283888,0.45,103,0,"POST-HOC descriptive re-analysis (E17, PREREG.md); does not change any deployed policy",,,,,,,,,
C2C,law,247,495,135,0.2727272727272727,217,fallback,,,,,,,,,,fallback,0.03386553563803232,0.05,66,0,"POST-HOC descriptive re-analysis (E17, PREREG.md); does not change any deployed policy",,,,,,,,,
C2C,math,347,693,252,0.36363636363636365,305,fallback,,,,,,,,,,fallback,0.03552317532200399,0.05,101,1,"POST-HOC descriptive re-analysis (E17, PREREG.md); does not change any deployed policy",,,,,,,,,
C2C,other,238,476,89,0.1869747899159664,210,0.5,193,1,0.0005600645453677484,0.48095238095238096,101,2,0.019801980198019802,0.002407172909257991,0.0697050897949244,fallback,0.0001633100452355749,0.45,170,0,"POST-HOC descriptive re-analysis (E17, PREREG.md); does not change any deployed policy",,,,,,,,,
C2C,philosophy,128,257,61,0.23735408560311283,113,fallback,,,,,,,,,,fallback,0.012140317781059376,0.35,86,0,"POST-HOC descriptive re-analysis (E17, PREREG.md); does not change any deployed policy",,,,,,,,,
C2C,physics,334,667,272,0.4077961019490255,293,fallback,,,,,,,,,,fallback,0.0030392568040834528,0.15,113,0,"POST-HOC descriptive re-analysis (E17, PREREG.md); does not change any deployed policy",,,,,,,,,
C2C,psychology,205,410,40,0.0975609756097561,181,0.65,278,2,7.844159707547194e-05,0.6519337016574586,118,1,0.00847457627118644,0.00021453467892602827,0.04631272790510308,0.6,6.140608825502047e-05,0.6,240,1,"POST-HOC descriptive re-analysis (E17, PREREG.md); does not change any deployed policy",240,1,6.140608825502047e-05,0.5359116022099447,97,0,0.0,0.0,0.03731563690873607
