pair,dataset,id,row,fold,path,sha256,dimension,dtype,config_sha256
large,obqa,10-11,54,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00054.npz,8b84923973771298bef74b2d4607ce2862f65da332ddf5ca651b8ffbea651422,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-1107,59,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00059.npz,4a52bd0a1c43c69287c28e1da42fcad19de6f0be6b0aefe7869c455eafc01ab9,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-1108,60,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00060.npz,2e0dd67432de33a59132c79d41f64f6ad0e36a9c89e5e88d76c06063edb0acb7,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-1117,64,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00064.npz,5c436d6bb36efe9bd5346eda12349b659b57af3c44edf280ad5b37c7711be238,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-1127,73,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00073.npz,1200690795da9d729c035a837b9de9b2432469136a9601c1d56e795667dd6517,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-1131,76,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00076.npz,d569335ee05b03345e44d0b3d71a779cd4136cb5eadbaaa7c6bb6952e0b909cc,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-1140,80,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00080.npz,bafade6c72ddf9b4c31ac637798bab97b9dbfe01f0415cbf8926d7f7d0f97e7a,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-1146,82,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00082.npz,cc40fb55a49bf56be27e4d7bebb17c598c91f9c0efefe46b0e1fb9cb3892ba39,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-1151,84,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00084.npz,ee9d68320982c1e49b7af7e3809479f0c92da4959931ef7888bc7a24d33bc47a,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-1153,85,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00085.npz,2d16cf0e3e9187526cb978b4066813768863bf1f165b229af11dd068213b78f9,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-120,105,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00105.npz,27a541ad83825ff80150c728649548b776a25d300993bf69c58d0dcb05e44727,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-1218,115,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00115.npz,ae35ce3d984edb82aabddd01466441f1a34ac202d1a1289d27c5c9823e7449c1,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-138,130,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00130.npz,3b0d4118af6f7a65c4f63ac0c3e78e39077ff5243616ea27b0827241bd38b385,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-143,136,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00136.npz,c81f7fa22419214dc122f88a51cb552a0c996d67fb861c7c484d51c2901c70e5,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-147,139,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00139.npz,0e4090c1750db1d1aada8706eefe7f0124579d2ff52a26cd10df256f710c8584,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-15,140,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00140.npz,4d443164138a62e05da5f0d13dd316b06cbe282e6e906e5c341a7d8136e06cf9,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-156,143,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00143.npz,3fa613705a5706cb42ed1dfb419cbbdd1cf32f98a079b382a038aa828ae3226b,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-158,145,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00145.npz,155299128db1db2ba4d9051f8b8bef85a7c7262d92a359fb9c364eb6434bf76a,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-175,153,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00153.npz,a49e06a1b1cb69eed7541693ac1a04339a45588bec5dcac08f75d5d8072195c0,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-183,157,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00157.npz,d11387921c883941b10d9860e31c3c4f5fac64cec0fec6db57ef8116a9f504d4,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-202,164,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00164.npz,ddd405efd1225f5710d2fb0ec948258d172029e059ab0f12f558018ba43d4517,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-219,170,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00170.npz,4d7cfc602bbf9df9d5ad7450ede1597d52c5a9ef73a94ad1c19bb83d85883f2d,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-221,173,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00173.npz,2e58705a9c9cbdd6421d2d4e803e5b26474f9b071e046f0ad412d285bbf13163,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-227,176,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00176.npz,4883f99439cd749dc3fc420ed8ff47a9301547d9222b8f09224e93b2d42243b0,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-231,179,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00179.npz,3979681044fe7bf914b99048487ecc9923b1b1ab6a8180ac04867af6048f2715,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-257,189,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00189.npz,6ddccbf4990b56c9a542e34bf788c2e47e602b49f018e2830842443d842b68d7,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-265,193,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00193.npz,d3dff7939c0be7707af3af79d6de6c14385e7f05260ff7c9b16b392d70136d2c,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-268,195,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00195.npz,d903a501e05b276774e4edd7bbefb63d66eff6331a987b43aea91c136503c436,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-271,197,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00197.npz,ec5be2e631190f95466dd82a6c5f7f2d13cc3b8b9492bc6231a5e631a2c0697a,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-282,202,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00202.npz,363d27b48683c4c50afdd1701e47eddaddd9c9af60d412a1c604f2d5a1766be9,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-287,204,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00204.npz,a9bc0c0f7b679065da01b482de637b04a82607d9c0c4321941255773b49d4265,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-290,206,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00206.npz,929b101fce30e60687e813456a3df2783eac272ff3217c1aaeccde70ec236725,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-296,208,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00208.npz,ca03ee96e1a814f9f7fcec24280fbeae9724764fbc5d116df5e18a7636c23c6f,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-297,209,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00209.npz,72382c5f35e24c8b6fdacb97d8ec8fcf29e058d15fe5a74337103ea8d8080a80,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-3,210,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00210.npz,cbc5d99179593d07f641b13ac5c7412b996a30f0ce238724ce6c93aeadbfcfb4,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-305,214,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00214.npz,edb4f3892ce8de73dd75400487131949cfdc02e0196f4e980957e8f4a4e2a782,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-309,216,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00216.npz,baa699f87497586e42c425b8a97a23f2b34b25ca670f247de702b30c0aa693fe,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-342,231,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00231.npz,afa9b7a6e386232b74347932244c2a0ad339a1fc781a156ecdcb234c6acc0f2f,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-36,240,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00240.npz,a9a96a9eb6e630ebf18ae30d195ba2b4474b572175e5fd38b617ccdbe735dd7a,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-362,241,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00241.npz,88fa52526713fee4ab0b27ee8aa44c8f82e154d6bc49ad0ecd08987270c3a79f,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-37,244,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00244.npz,4eff3a08dda8a276de9b91efe72e76a0fb8f3957f9e01a4c8e939007d04a699e,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-371,246,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00246.npz,a5bab598e6a466eb4c0552a361ed8528d91064f5e8aac1e31d9b8eeae8dc5998,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-379,247,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00247.npz,49d4e86f8f066b4fb7771544190e52ff533158e47ba1189c8ecbfeeeb62a23d0,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-383,251,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00251.npz,30a89aab4a0f5af5b4cb7b3c10c47bc0bb619efa6862756f70363e4e0fcf401d,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-39,253,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00253.npz,ec7e8a9bb54ac79538e221f76fc83ab97462562297a237c57291d9654fcc431d,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-398,258,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00258.npz,f2945eaa02e103882ec978f2aa036f4ac452982140324d42535031340f9da3c6,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-4,259,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00259.npz,b93c106c5b6520e220ac4fdebe2d01d61fd6359bcd21496b65ad491530cc6710,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-41,264,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00264.npz,285e477a8e07949135f58a3b43eec182c39bf189e59c2cd5e2fd59032d25a918,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-418,266,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00266.npz,4b15ae6063fbe6013b6770f4baa971fc695a31e8887f5efb39ff3a8e5c9953c8,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-452,284,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00284.npz,5d92d33be3d9bebd5bfa50fc760135a6bd71c0954300ac42abe90da1eb28cf2f,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-454,285,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00285.npz,8f0f3e85df198b349dd305212be0a730b5913ac15d174f1b29713ce37634146e,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-465,289,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00289.npz,cc063cdedd83407d60b2b94137f67ee006fb7bc91c6ba6040ac785f378f773ac,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-469,291,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00291.npz,19026e3c0a4e833a6af012a6defffefad1f3ac8cbc1d288a637484b188db1715,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-473,294,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00294.npz,68710af800b0e7ae72cf1e87b162a5dedc6fcbb58b225acd65e1c7e24b0a3d53,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-490,303,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00303.npz,18fc93db6aff1cdb01150a3c1b5fcdd2eaf5a85b85b41a5a47206b90e50c4535,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-492,305,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00305.npz,4941cafaf712703f4d721e5b3b0d00af4a4f307f2df70234c97853ecac9941ac,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-520,318,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00318.npz,a087da725298414caa7c9240297a823d5ecdbf6e4b291aad060fe9f7c4e0c077,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-539,324,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00324.npz,da349876d485589a60f5783bcbb037b37f88eb0fd2e85ee83cead6ab5d3a9e99,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-541,325,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00325.npz,d6afe1aec0b154c53d74cc39fc904c5ff72d8ec8981f8d282cfe93e3c1acf535,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-544,327,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00327.npz,4d12c6cc8c853ebb704dcf5f7ca564ab0247f0f6a4009b95715e682836b8982b,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-547,330,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00330.npz,dcea8f81e73654cc01eb4e77c12dfd63e0d017b70a90505c19c48b91d090ff39,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-550,333,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00333.npz,4f162512329c840eea4c4f1d668b89cce2be4b4d9280777f0261183a00ec3364,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-553,335,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00335.npz,9acd48027945394fb178606736704d035c5f91bf15c1d98387d2885dc8764536,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-554,336,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00336.npz,f7c3fda26bdabccd10d3fbbd6db296dd7d70dbc1a1596aa19cd08128ce5f93fa,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-56,339,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00339.npz,4c4abcdecf5dbd19f074be52ac9459199b4612b9545af280c8cf68062187ad93,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-573,344,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00344.npz,bc5adfa9d9a16e16be9832a189a0329abdb0f859da46e8904586a4ec6747f84c,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-615,372,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00372.npz,68c094a75a3477452529f68eeafe6dd795d322a1e67ee5ffb3a1245f4d834818,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-623,376,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00376.npz,69b813d0eca1a86cfb65e517672d4e46840cf786a94a6b8b4853258f7232ea89,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-630,381,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00381.npz,d9f2228322477be46c02bbcc7cac41d4ed42bb4855c980aa39e97115598b9600,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-634,384,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00384.npz,8c7c4fd4c5df9f5257a885b8bd4438108d3a262a6b35dac1640f65343f5d9b1a,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-642,387,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00387.npz,0e956f03bae7029d7ba35ea2fe771f0b26c41ea8035fac647cd79c43c9a55adf,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-65,393,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00393.npz,fb586463a665b4c6782844583e1cc4bd5a727e8ab159d292e5490db76296008b,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-66,399,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00399.npz,d4a523e510d0f28e8dcb612146e59592c266b683849fd3a38c01f2b82eb8728d,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-680,410,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00410.npz,84be477a4031f11c568ac7635f3224d2855ba2dbba56a826908292e16c9d73d8,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-682,411,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00411.npz,462788a9d3eac34d29223d14bd7357678548100bada2728bee14ba0cf9cb4ad8,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-685,413,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00413.npz,885a837858dffba8554760f02ef83b37a3a1cbf9704b8227ec1b627a30d5a11a,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-695,417,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00417.npz,f9141d7f606b3f8ae02dd516afc305ad4e037d2eb98d0a7a37f115a97258375f,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-698,418,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00418.npz,394ddda222055e1a3b03628e3912097a1261458975765582f06a39612b0c7624,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-710,421,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00421.npz,21ea2479c5fdc741c48c953f82a5a876860fc0119856bede7185b27f76a84908,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-718,423,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00423.npz,7ccdf75c9bb5e9fbd8f061152783bd5336b90ef5ef24468c96266da8efcde4aa,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-720,426,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00426.npz,2594aa5cd355cbeb043ff7822333575ba8b4cc6f7d4c1636fec040967da954eb,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
large,obqa,10-73,431,0,$DATA_DIR/P2_E1_DIRECTION_20260913T053456Z/features/large/obqa/00431.npz,39c6b4bfda3493ca4f127889ed0b26c488957d8b32c42e96e9adf2bf768a0dbb,8192,float32,ca2386f24d445258fc1244651ef6164bedaed16011ff4e7a0eff25b7fba9a542
