reference,id,panel_ordinal,group_hash,category,K,route,q,threshold,fixed_ms,policy_ms,saving_ms,fixed_correct,policy_correct,accuracy_difference,fixed_answer,policy_answer,gold,fixed_invalid,policy_invalid,online_probe_ms,selector_ms,first_formal_request_in_pair,fixed_key,policy_key
Text,test:4073,22,8767badf22410efb8d63f0e7c2d7062974e8004172fd4ecfb751a3371e5ba222,chemistry,10,T,0.4,3.838539123535156e-05,1045.1863340567797,1089.5703628193587,-44.384028762578964,0,0,0,E,E,F,False,False,44.85084512270987,0.0003098975867033005,False,mmlu_pro|test:4073|fixed_T,mmlu_pro|test:4073|policy_T
Text,test:4334,23,7c48a93d8f6f3efce8c113295cde03d77179fe137fe7e4da9948c68e6b5039fc,chemistry,9,R,0.4,3.838539123535156e-05,880.9346789494157,229.57369196228683,651.3609869871289,1,1,0,D,D,D,False,False,33.72424095869064,0.0002898741513490677,False,mmlu_pro|test:4334|fixed_T,mmlu_pro|test:4334|policy_T
Text,test:3783,24,2601d3ca187e5515ed8039b5f0444495fd251f878e7ff36baaeaa61f8e447ec6,chemistry,10,T,0.4,3.838539123535156e-05,905.3315338678658,950.1671800389886,-44.83564617112279,1,1,0,H,H,H,False,False,44.36068399809301,0.00028102658689022064,False,mmlu_pro|test:3783|fixed_T,mmlu_pro|test:3783|policy_T
Text,test:3934,25,f5dab9e6838d3ec73a9f91d48d1144eac25277f447900a08e8eb840bc13a9d6f,chemistry,10,T,0.4,3.838539123535156e-05,964.5127689000219,1004.8850539606065,-40.372285060584545,1,1,0,A,A,A,False,False,43.77734917216003,0.0002698507159948349,False,mmlu_pro|test:3934|fixed_T,mmlu_pro|test:3934|policy_T
Text,test:3957,26,923ec12eb374e98b8add5d25b82cb3e39da36c37ad3522018b244b78f2f3f912,chemistry,10,T,0.4,3.838539123535156e-05,863.7875390704721,907.1141229942441,-43.32658392377198,0,0,0,H,H,B,False,False,44.163412880152464,0.00029103830456733704,False,mmlu_pro|test:3957|fixed_T,mmlu_pro|test:3957|policy_T
Text,test:4214,27,7de708d206b782edbfa2f034ba5eff29121d43d7c068d7ef81036f3bb58c52bb,chemistry,10,T,0.4,3.838539123535156e-05,1169.9048709124327,1211.6920659318566,-41.78719501942396,0,0,0,F,F,J,False,False,44.415474869310856,0.0003110617399215698,False,mmlu_pro|test:4214|fixed_T,mmlu_pro|test:4214|policy_T
Text,test:10489,28,7b1bc52cb50c1b9dfcee62a41f16f9c9d6d5b24dd37555ada15d4cfb94c03312,computer science,4,T,0.4,3.838539123535156e-05,963.6358970310539,996.7802399769425,-33.14434294588864,0,0,0,D,D,A,False,False,33.63663703203201,0.0002898741513490677,False,mmlu_pro|test:10489|fixed_T,mmlu_pro|test:10489|policy_T
Text,test:10675,29,0f6a950eecf3b6a8a826b7b9f9bc95d9353c0cfc07d5c13edb4a53fce99a766d,computer science,10,T,0.4,3.838539123535156e-05,971.7128889169544,1006.6624768078327,-34.94958789087832,0,0,0,C,C,H,False,False,34.09599815495312,0.00026100315153598785,False,mmlu_pro|test:10675|fixed_T,mmlu_pro|test:10675|policy_T
Text,test:10373,30,2a886b1ed6bf43b1ddac1662e033ccb721fc2d906aa4171488bb5d0a16d01109,computer science,10,R,0.4,3.838539123535156e-05,1238.9867259189487,280.62415099702775,958.3625749219209,0,0,0,B,B,D,False,False,42.66571393236518,0.00029010698199272156,False,mmlu_pro|test:10373|fixed_T,mmlu_pro|test:10373|policy_T
Text,test:10764,31,de306b5aeff3c4e65fd73b63880e2894dae7cfce8d2edb78b08b42ea8b01dc53,computer science,10,R,0.4,3.838539123535156e-05,889.276433037594,229.23580510541797,660.040627932176,1,1,0,E,E,E,False,False,33.740300917997956,0.00032014213502407074,False,mmlu_pro|test:10764|fixed_T,mmlu_pro|test:10764|policy_T
Text,test:6990,32,af8ed3d56dc8c6892233bb759c09360d8fc2ce42e21432b5b8005e91d3e47f0e,economics,10,R,0.4,3.838539123535156e-05,1538.2287600077689,281.15552687086165,1257.0732331369072,1,1,0,D,D,D,False,False,43.492293916642666,0.00029010698199272156,False,mmlu_pro|test:6990|fixed_T,mmlu_pro|test:6990|policy_T
Text,test:7268,33,9d1463ce64fcdbd023b9d9dc251f2ca9bfde912f21895b34ce0316ba26691aa6,economics,10,T,0.4,3.838539123535156e-05,1094.6712158620358,1136.6057679988444,-41.934552136808634,0,0,0,B,B,H,False,False,44.58882100880146,0.00031013041734695435,False,mmlu_pro|test:7268|fixed_T,mmlu_pro|test:7268|policy_T
Text,test:6958,34,2d75a90767866960399687d621215d79b68eb5bc5164ca5301ddc91c753d6817,economics,10,T,0.4,3.838539123535156e-05,1043.18973608315,1074.2040630429983,-31.014326959848404,0,0,0,J,J,B,False,False,34.209680976346135,0.0002600718289613724,False,mmlu_pro|test:6958|fixed_T,mmlu_pro|test:6958|policy_T
Text,test:7440,35,2b8ba8ca8f47dab0064c414be27aa790fef05efaf059d6fc80c82b62e3ae9638,economics,9,R,0.4,3.838539123535156e-05,897.1416961867362,229.90096197463572,667.2407342121005,1,1,0,G,G,G,False,False,33.82109198719263,0.00028102658689022064,False,mmlu_pro|test:7440|fixed_T,mmlu_pro|test:7440|policy_T
Text,test:7050,36,c3a915a25ba9865f459a0f403855dd23605168852cfcce1da17696e27713450e,economics,10,R,0.4,3.838539123535156e-05,584.3875859864056,229.7463018912822,354.6412840951234,1,1,0,B,B,B,False,False,33.807135885581374,0.00026100315153598785,False,mmlu_pro|test:7050|fixed_T,mmlu_pro|test:7050|policy_T
Text,test:7242,37,6e1c2e513ccd17b6ba56371cd65c1c97aa59d1c8e0044c8da6858718dac9bdd6,economics,10,T,0.4,3.838539123535156e-05,919.3616770207882,951.4706069603562,-32.10892993956804,1,1,0,B,B,B,False,False,33.98777497932315,0.00024097971618175507,False,mmlu_pro|test:7242|fixed_T,mmlu_pro|test:7242|policy_T
Text,test:7635,38,1a6e63f1f5a7365d20a2a0a86520f77b8ae18db94a2b08b482c9643ed79bcd7e,economics,8,R,0.4,3.838539123535156e-05,816.247281851247,230.18811200745404,586.0591698437929,1,1,0,A,A,A,False,False,34.17717991396785,0.0002400483936071396,False,mmlu_pro|test:7635|fixed_T,mmlu_pro|test:7635|policy_T
Text,test:7309,39,be13576d2a46b5541e094362537d026875a08182c22caf7adda888886f085531,economics,10,T,0.4,3.838539123535156e-05,1141.4440230000764,1180.0218280404806,-38.5778050404042,0,0,0,C,C,J,False,False,33.593554981052876,0.00026100315153598785,False,mmlu_pro|test:7309|fixed_T,mmlu_pro|test:7309|policy_T
Text,test:7272,40,1cb81292f018bc30e462b435d4dafc934f80d067588f503c71ba7b107fe3d474,economics,10,T,0.4,3.838539123535156e-05,935.7859459705651,979.9495788756758,-44.16363290511072,0,0,0,F,F,D,False,False,43.4130949433893,0.00029010698199272156,False,mmlu_pro|test:7272|fixed_T,mmlu_pro|test:7272|policy_T
Text,test:11584,41,97393bb28b34081780d7ebf5b8c3ff3f2e6ce783cdcaf8267228c3c8f3f4d151,engineering,10,T,0.4,3.838539123535156e-05,1269.1662469878793,1304.5646480750293,-35.39840108714998,1,1,0,I,I,I,False,False,44.222463853657246,0.00032014213502407074,False,mmlu_pro|test:11584|fixed_T,mmlu_pro|test:11584|policy_T
Text,test:11872,42,bde72887d3beca02a3e4863b804b4027e7595f07303a096970f4d42bade66570,engineering,10,R,0.4,3.838539123535156e-05,961.5120030939579,265.57706482708454,695.9349382668734,0,1,1,A,E,E,False,False,34.604812040925026,0.0004209578037261963,False,mmlu_pro|test:11872|fixed_T,mmlu_pro|test:11872|policy_T
Text,test:11446,43,cd979abadbfba3c148850fe50735d06e66e1789fa9520702e7ae672071f47953,engineering,10,T,0.4,3.838539123535156e-05,1863.4665980935097,1895.680485991761,-32.213887898251414,1,1,0,A,A,A,False,False,67.77533399872482,0.0003608874976634979,False,mmlu_pro|test:11446|fixed_T,mmlu_pro|test:11446|policy_T
Text,test:12100,44,6e7515ba07f2b77a21d052ea61a737a1ee3f31a381902230dc3e3c348aa1838f,engineering,10,T,0.4,3.838539123535156e-05,1195.0755610596389,1261.7476789746433,-66.67211791500449,1,1,0,I,I,I,False,False,50.92414794489741,0.00037997961044311523,False,mmlu_pro|test:12100|fixed_T,mmlu_pro|test:12100|policy_T
Text,test:11735,45,ea5301348a2b47cb2059b13fff685878a20b5acbd524905517c0fe49f83958cb,engineering,10,R,0.4,3.838539123535156e-05,1144.9022439774126,254.05676709488034,890.8454768825322,0,0,0,D,D,A,False,False,44.95697910897434,0.0002898741513490677,False,mmlu_pro|test:11735|fixed_T,mmlu_pro|test:11735|policy_T
Text,test:12076,46,8bf01e58e3974e7679d41ece2e66dbe977e42c86771c8b0a7660fa007bec4fae,engineering,10,T,0.4,3.838539123535156e-05,1011.2789222039282,1085.3444188833237,-74.06549667939544,0,0,0,B,B,J,False,False,34.59780989214778,0.00027008354663848877,False,mmlu_pro|test:12076|fixed_T,mmlu_pro|test:12076|policy_T
Text,test:12032,47,6898dd086a9e3c24df0dfe94eeed55648c31fa125ac0730ed3daa8bf5ecfd494,engineering,9,R,0.4,3.838539123535156e-05,1758.014228893444,298.19644684903324,1459.8177820444107,1,1,0,H,H,H,False,False,50.83714914508164,0.0002798624336719513,False,mmlu_pro|test:12032|fixed_T,mmlu_pro|test:12032|policy_T
Text,test:11967,48,e1a439c6bda7ec1927f9bfe6a136592c6d5995eae67b6cedee7acc280459d0ad,engineering,10,T,0.4,3.838539123535156e-05,807.1391358971596,836.1443900503218,-29.00525415316224,1,1,0,B,B,B,False,False,34.0338759124279,0.0003210734575986862,False,mmlu_pro|test:11967|fixed_T,mmlu_pro|test:11967|policy_T
Text,test:11316,49,4952405826a76f3a52947c08c4f15f48d479632b8de388733ab4d25e0d31c4ba,engineering,10,T,0.4,3.838539123535156e-05,1285.6637318618596,1350.9243701118976,-65.26063825003803,1,1,0,C,C,C,False,False,61.629315139725804,0.00032992102205753326,False,mmlu_pro|test:11316|fixed_T,mmlu_pro|test:11316|policy_T
Text,test:11631,50,99e658272539084c4658ea8c4361a4480324b8194af1fafddd3ffee16be16bd1,engineering,10,R,0.4,3.838539123535156e-05,1224.7744668275118,297.1846491564065,927.5898176711053,1,1,0,I,I,I,False,False,50.059389090165496,0.00025099143385887146,False,mmlu_pro|test:11631|fixed_T,mmlu_pro|test:11631|policy_T
Text,test:11977,51,f3df8bb598e278d2b2e14bc26b37e7323d0a7ebbbba53d99917bae71e99014ed,engineering,10,T,0.4,3.838539123535156e-05,1492.6696990150958,1539.0789408702403,-46.4092418551445,0,0,0,D,D,B,False,False,44.838024070486426,0.00035087577998638153,False,mmlu_pro|test:11977|fixed_T,mmlu_pro|test:11977|policy_T
Text,test:6472,52,226f961e46cc41ac23429beef9eb857cce51e61c956341a52cfb7e9973076bab,health,10,R,0.4,3.838539123535156e-05,761.3784309942275,233.04530489258468,528.3331261016428,0,0,0,J,J,C,False,False,34.39665702171624,0.00027101486921310425,False,mmlu_pro|test:6472|fixed_T,mmlu_pro|test:6472|policy_T
Text,test:6082,53,70d1203cf4bc8a1eb380448ebea07794fcf0a07a6c031b56133b6abb652be776,health,9,R,0.4,3.838539123535156e-05,980.2544948179275,265.70721808820963,714.5472767297179,0,0,0,F,B,A,False,False,34.24472198821604,0.000341096892952919,False,mmlu_pro|test:6082|fixed_T,mmlu_pro|test:6082|policy_T
Text,test:6346,54,89a238923463ae80c7277db1b7be52f6e910069c7ec8534ebcc49cd65f02d859,health,10,R,0.4,3.838539123535156e-05,1116.2210539914668,231.9208460394293,884.3002079520375,0,1,1,A,J,J,False,False,34.11406697705388,0.00026100315153598785,False,mmlu_pro|test:6346|fixed_T,mmlu_pro|test:6346|policy_T
Text,test:6561,55,0e22eeb55973b1bd155b174971631f0a3528ea0c4295a018ce7c0b76dc05a122,health,9,T,0.4,3.838539123535156e-05,850.1295149326324,884.0316138230264,-33.90209889039397,0,0,0,C,C,F,False,False,33.93623302690685,0.00033085234463214874,False,mmlu_pro|test:6561|fixed_T,mmlu_pro|test:6561|policy_T
Text,test:6557,56,0fb20a6383be1da96b4262f17c2fe1c9c1b2e32d17a28c00e5c50bf0e1bb1ae7,health,10,R,0.4,3.838539123535156e-05,1284.8786499816924,249.73945296369493,1035.1391970179975,1,1,0,D,D,D,False,False,42.97571210190654,0.00031990930438041687,False,mmlu_pro|test:6557|fixed_T,mmlu_pro|test:6557|policy_T
Text,test:6446,57,4c3964c5fa0e246ceeb2a3c048d4abbf64647fb41b4ff73caaba638a43dfc320,health,10,T,0.4,3.838539123535156e-05,1087.5000241212547,1115.7253640703857,-28.225339949131012,1,1,0,H,H,H,False,False,43.292124988511205,0.0002300366759300232,False,mmlu_pro|test:6446|fixed_T,mmlu_pro|test:6446|policy_T
Text,test:6394,58,24f1327e31d4f3fb1afb8d330757e08b5a511cb9b7727f345760453e0d73c329,health,10,R,0.4,3.838539123535156e-05,1112.790928920731,230.84125109016895,881.949677830562,1,1,0,J,J,J,False,False,34.27273407578468,0.00029103830456733704,False,mmlu_pro|test:6394|fixed_T,mmlu_pro|test:6394|policy_T
Text,test:6608,59,331248c48f3627b9d50d70a5d662a537bdd62630d799428e1c3abbaf07d78242,health,10,T,0.4,3.838539123535156e-05,1069.771105190739,1112.1694929897785,-42.39838779903948,1,1,0,A,A,A,False,False,43.309647124260664,0.00023981556296348572,False,mmlu_pro|test:6608|fixed_T,mmlu_pro|test:6608|policy_T
Text,test:4983,60,c3de853c6ba9f784c1b3fbf2b1f9b6565bbb3d7ed21ebb7b97a3de6b94a38a82,history,10,R,0.4,3.838539123535156e-05,1223.3577091246843,248.9831941202283,974.374515004456,0,0,0,I,I,D,False,False,43.723393930122256,0.0003098975867033005,False,mmlu_pro|test:4983|fixed_T,mmlu_pro|test:4983|policy_T
Text,test:4746,61,2f199b8a616580a417d3d6e7b7855bfe2d8b78da2a5ce881c37d62bc2f6711c8,history,10,R,0.4,3.838539123535156e-05,1438.7157529126853,287.7960361074656,1150.9197168052197,0,0,0,D,D,C,False,False,63.12102312222123,0.0004409812390804291,False,mmlu_pro|test:4746|fixed_T,mmlu_pro|test:4746|policy_T
Text,test:4980,62,c2954d50aca386ebd7f774043f8cac2820d32b91c4ce60a42c28c72a0507101f,history,10,T,0.4,3.838539123535156e-05,1263.1249609403312,1309.9187039770186,-46.793743036687374,0,0,0,F,F,C,False,False,51.89554509706795,0.00032992102205753326,False,mmlu_pro|test:4980|fixed_T,mmlu_pro|test:4980|policy_T
Text,test:4781,63,f4fd9b2d611788e315ab1a63f7904786024de971fbf2d128db6991e55ca57e2a,history,10,T,0.4,3.838539123535156e-05,1133.3866158965975,1202.6123809628189,-69.22576506622136,1,1,0,J,J,J,False,False,33.79703196696937,0.00031013041734695435,False,mmlu_pro|test:4781|fixed_T,mmlu_pro|test:4781|policy_T
Text,test:1023,64,3d6209a91e7d802c458f12d238d53ff72d00002f7576cb952b416457ee5a438f,law,9,T,0.4,3.838539123535156e-05,1551.7214280553162,1564.5731769036502,-12.851748848333955,0,0,0,E,E,D,False,False,62.40938790142536,0.0003809109330177307,False,mmlu_pro|test:1023|fixed_T,mmlu_pro|test:1023|policy_T
Text,test:1794,65,ef0cab794da7a573985b4a4bd3111457dc60ed5c936fd87153c1fea7234d7b20,law,9,T,0.4,3.838539123535156e-05,1131.440354976803,1184.5515691675246,-53.11121419072151,0,0,0,B,B,F,False,False,50.13375892303884,0.0003511086106300354,False,mmlu_pro|test:1794|fixed_T,mmlu_pro|test:1794|policy_T
Text,test:959,66,d56ba474020d2f29aca24e4aff4b82f184c4a9beb1d555ff434546c8c30fa991,law,10,T,0.4,3.838539123535156e-05,1184.6032270696014,1243.8651300035417,-59.26190293394029,0,0,0,G,G,A,False,False,51.6564748249948,0.00030105002224445343,False,mmlu_pro|test:959|fixed_T,mmlu_pro|test:959|policy_T
Text,test:1329,67,37b53d7206e586e84a9c8861da2134bf12ed61fdfc622f57f0e13e515912f1e0,law,9,R,0.4,3.838539123535156e-05,1200.762630905956,301.1887199245393,899.5739109814167,0,0,0,C,C,H,False,False,52.0898480899632,0.00048102810978889465,False,mmlu_pro|test:1329|fixed_T,mmlu_pro|test:1329|policy_T
Text,test:1223,68,7bcbab8c85d885e309923abca634422801fb616cba6fe6809b1eb61683d20267,law,10,T,0.4,3.838539123535156e-05,1246.973971836269,1300.42205308564,-53.44808124937117,0,0,0,B,B,G,False,False,51.15731991827488,0.00027008354663848877,False,mmlu_pro|test:1223|fixed_T,mmlu_pro|test:1223|policy_T
Text,test:1657,69,536fcc46910076392e57e75ccc9af6c53d4d9a6bbc491adb165de807376b4233,law,9,T,0.4,3.838539123535156e-05,1267.3985520377755,1341.5310631971806,-74.13251115940511,1,1,0,H,H,H,False,False,62.05469206906855,0.00027101486921310425,False,mmlu_pro|test:1657|fixed_T,mmlu_pro|test:1657|policy_T
Text,test:1540,70,70b7bf44518d0b20332414d0355a4c248586ffb9458c3b9b254bc46ec8f1fece,law,10,T,0.4,3.838539123535156e-05,1198.0992979370058,1246.5991431381553,-48.49984520114958,0,0,0,B,B,I,False,False,50.159988924860954,0.00027008354663848877,False,mmlu_pro|test:1540|fixed_T,mmlu_pro|test:1540|policy_T
Text,test:1043,71,5301944727a0f2b2aab716558da4a0e4cd804575037512c41b536954439dc1bb,law,8,T,0.4,3.838539123535156e-05,1222.734984010458,1264.8659201804549,-42.13093616999686,1,1,0,G,G,G,False,False,43.30073110759258,0.0003110617399215698,False,mmlu_pro|test:1043|fixed_T,mmlu_pro|test:1043|policy_T
Text,test:1100,72,4027fedae6b7938e31cf737a4cf444d79c6ab716026843de4719fb5ccdfce8db,law,10,T,0.4,3.838539123535156e-05,1142.7070039790124,1194.521385943517,-51.81438196450472,0,0,0,J,J,D,False,False,52.23081400617957,0.00030011869966983795,False,mmlu_pro|test:1100|fixed_T,mmlu_pro|test:1100|policy_T
Text,test:872,73,fa78bd38c5251c2c3a081fd8caac9d50ea03556784e5eddfdf543f3e84fe13f1,law,10,T,0.4,3.838539123535156e-05,1391.9385250192136,1486.1363880336285,-94.1978630144149,1,1,0,G,G,G,False,False,67.78942118398845,0.0002998858690261841,False,mmlu_pro|test:872|fixed_T,mmlu_pro|test:872|policy_T
Text,test:1670,74,51b755e1d268330b7fa3de8d6f5798667a84a9286b4225810cfc73865b96c361,law,4,R,0.4,3.838539123535156e-05,964.8027119692415,263.7379439547658,701.0647680144757,1,1,0,D,D,D,False,False,33.837989903986454,0.0002400483936071396,False,mmlu_pro|test:1670|fixed_T,mmlu_pro|test:1670|policy_T
Text,test:8725,75,49d0644184bc6b32fe271c8089db155ff0d16950f72d1f7e41689b4a376da2b8,math,10,T,0.4,3.838539123535156e-05,1137.3385940678418,1175.4267551004887,-38.088161032646894,1,1,0,B,B,B,False,False,33.67092600092292,0.0002598389983177185,False,mmlu_pro|test:8725|fixed_T,mmlu_pro|test:8725|policy_T
Text,test:8505,76,bb64d2540f186ab69a6f6ed9a900022abf7813139de5fbee871662c986559728,math,10,T,0.4,3.838539123535156e-05,1073.9730310160667,1131.2158170621842,-57.242786046117544,0,0,0,B,B,D,False,False,34.05629890039563,0.00032014213502407074,False,mmlu_pro|test:8505|fixed_T,mmlu_pro|test:8505|policy_T
Text,test:8006,77,53cafacf8242a113affc829a79bd63b34fb921248361e1808abea8e9388efb62,math,10,R,0.4,3.838539123535156e-05,720.6213339231908,283.49868510849774,437.1226488146931,0,0,0,C,C,A,False,False,43.960068142041564,0.00033993273973464966,False,mmlu_pro|test:8006|fixed_T,mmlu_pro|test:8006|policy_T
Text,test:8026,78,09e27a18bae0766317232d536b2e1d3c4c9e3a10759a1c4713a180f15820b9e9,math,4,R,0.4,3.838539123535156e-05,917.3544300720096,261.93571416661143,655.4187159053981,1,1,0,D,D,D,False,False,33.80428603850305,0.00029103830456733704,False,mmlu_pro|test:8026|fixed_T,mmlu_pro|test:8026|policy_T
